Symbol,%chng
MAHABANK,0.64
UNIONBANK,0.64
CENTRALBK,0.64
SBIN,0.64
BANKINDIA,0.64
IOB,0.64
PSB,0.64
CANBK,0.64
PNB,0.64
UCOBANK,0.64
INDIANB,0.64
BANKBARODA,0.64
