Symbol,%chng
ANGELONE,0.62
MCX,0.62
BSE,0.62
PAYTM,0.62
LTF,0.62
360ONE,0.62
UNIONBANK,0.62
LICHSGFIN,0.62
MANAPPURAM,0.62
CDSL,0.62
BANKINDIA,0.62
ABCAPITAL,0.62
PNBHOUSING,0.62
MUTHOOTFIN,0.62
HDFCAMC,0.62
INDIANB,0.62
YESBANK,0.62
RBLBANK,0.62
SBICARD,0.62
MFSL,0.62
IEX,0.62
FEDERALBNK,0.62
BANDHANBNK,0.62
ICICIPRULI,0.62
IDFCFIRSTB,0.62
HUDCO,0.62
CAMS,0.62
INDUSINDBK,0.62
AUBANK,0.62
POLICYBZR,0.62
