Symbol,%chng
AEGISLOG,0.04
GSPL,-0.51
MGL,-0.62
IGL,-0.68
CASTROLIND,-0.72
GUJGASLTD,-1.42
ATGL,-1.71
RELIANCE,-2.23
OIL,-2.49
GAIL,-3.07
ONGC,-3.29
BPCL,-3.80
PETRONET,-3.86
IOC,-3.95
HINDPETRO,-5.40
