Symbol,%chng
SOLARINDS,1.22
ATUL,0.54
FLUOROCHEM,-0.33
BAYERCROP,-0.79
PIDILITIND,-1.10
DEEPAKFERT,-1.13
UPL,-1.25
HSCL,-1.27
PIIND,-1.33
NAVINFLUOR,-1.49
DEEPAKNTR,-1.52
SRF,-1.54
LINDEINDIA,-1.58
COROMANDEL,-2.05
AARTIIND,-2.37
TATACHEM,-2.67
PCBL,-2.87
CHAMBLFERT,-3.19
SUMICHEM,-3.54
SWANCORP,-5.59
