Symbol,%chng
SUNTV,1.12
DBCORP,-1.06
PFOCUS,-1.76
PVRINOX,-1.85
ZEEL,-1.87
NAZARA,-2.12
HATHWAY,-2.17
TIPSMUSIC,-2.18
NETWORK18,-2.55
SAREGAMA,-2.73
