,Symbol,series,marketType,high,low,quantityTraded,totalTradedVolume,change,%chng,lastPrice,lastUpdatedTime,vwap
0,IDEA,EQ,N,11.43,10.84,8681345028,777898300,0.62,5.76,11.38,01-Jan-2026 10:29:46,11.16
1,INDUSTOWER,EQ,N,439.7,421.05,2604630964.65,6007683,19.05,4.55,437.8,01-Jan-2026 10:29:47,433.55
2,HFCL,EQ,N,70.65,67.22,2109055933.84,30363604,1.2,1.77,68.99,01-Jan-2026 10:29:43,69.46
3,MPHASIS,EQ,N,2816,2788.9,71536672.6,25510,18.9,0.68,2810.1,01-Jan-2026 10:29:45,2804.26
4,ZENSARTECH,EQ,N,708,701.25,24573526.56,34862,0.3,0.04,703.95,01-Jan-2026 10:29:47,704.88
5,COFORGE,EQ,N,1670.7,1659.1,266053278.96,159957,-0.5,-0.03,1662.5,01-Jan-2026 10:29:43,1663.28
6,SONATSOFTW,EQ,N,363.5,358.55,21427751.8,59332,-0.2,-0.06,359.65,01-Jan-2026 10:29:46,361.15
7,TATATECH,EQ,N,645.85,640.4,79137253.96,123121,-1.25,-0.19,641.75,01-Jan-2026 10:29:46,642.76
8,BSOFT,EQ,N,434.05,429.7,52785448.74,122214,-0.95,-0.22,432.35,01-Jan-2026 10:29:43,431.91
9,KPITTECH,EQ,N,1184,1165,64217585.34,54774,-3,-0.26,1169.5,01-Jan-2026 10:29:44,1172.41
10,LTTS,EQ,N,4515,4438,37769987.15,8449,-13.2,-0.30,4449,01-Jan-2026 10:29:45,4470.35
11,OFSS,EQ,N,7714,7642,53909358.25,7025,-29,-0.38,7658,01-Jan-2026 10:29:45,7673.93
12,CYIENT,EQ,N,1120.9,1107.6,78683921.76,70604,-5.5,-0.49,1112.3,01-Jan-2026 10:29:43,1114.44
13,TATACOMM,EQ,N,1834.2,1810.2,136343016.55,74887,-10,-0.55,1815.3,01-Jan-2026 10:29:47,1820.65
14,INTELLECT,EQ,N,980.75,961,33374649.72,34484,-5.55,-0.57,965.45,01-Jan-2026 10:29:45,967.83
15,PERSISTENT,EQ,N,6299,6215,232142875.36,37066,-40.5,-0.65,6231.5,01-Jan-2026 10:29:45,6262.96
16,TATAELXSI,EQ,N,5253,5185,90100482.4,17285,-34.5,-0.66,5206,01-Jan-2026 10:29:46,5212.64
17,AFFLE,EQ,N,1802.6,1782.7,18069184.4,10081,-13.7,-0.76,1785.7,01-Jan-2026 10:29:38,1792.4
18,HEXT,EQ,N,765.3,755,14297706.65,18815,-8.1,-1.06,757.45,01-Jan-2026 10:29:46,759.91
19,BHARTIHEXA,EQ,N,1817.1,1785.5,38262525.84,21252,-32.7,-1.80,1789,01-Jan-2026 10:29:44,1800.42
