,Symbol,series,open_price,high_price,low_price,ltp,prev_price,net_price,trade_quantity,turnover,market_type,ca_ex_dt,ca_purpose,%chng
0,IDEA,EQ,11.2,11.43,10.84,11.39,10.76,5.86,773764053,86352.0683148,N,20-Aug-2024,Annual General Meeting,5.86
1,INDUSTOWER,EQ,421.05,439.7,421.05,437.65,418.75,4.51,5936605,25735.182675,N,09-Aug-2024,Buy Back,4.51
2,JSWENERGY,EQ,484.0,496.6,483.0,496.0,482.45,2.81,1447871,7130.619887899999,N,06-Jun-2025,Dividend - Rs 2 Per Share,2.81
3,SUPREMEIND,EQ,3367.0,3448.0,3360.6,3433.3,3353.8,2.37,85214,2908.140785,N,03-Nov-2025,Interim Dividend - Rs 11 Per Share,2.37
4,ADANIENSOL,EQ,1029.0,1058.0,1026.3,1048.9,1027.35,2.09,1134726,11902.5949044,N,14-Jun-2024,Annual General Meeting,2.1
5,ASHOKLEY,EQ,179.19,182.99,178.81,182.74,179.19,1.98,5307247,9650.6979448,N,18-Nov-2025,Interim Dividend - Re 1 Per Share,1.98
6,BANKBARODA,EQ,296.5,302.9,295.65,301.45,295.9,1.88,3180087,9546.3031653,N,06-Jun-2025,Dividend - Rs 8.35 Per Share,1.88
7,APLAPOLLO,EQ,1925.6,1947.0,1914.0,1945.0,1914.0,1.62,197726,3830.7632966,N,22-Aug-2025,Dividend - Rs 5.75 Per Share,1.62
8,ASTRAL,EQ,1397.9,1408.9,1392.1,1408.8,1388.5,1.46,122004,1710.4594788,N,11-Nov-2025,Interim Dividend - Rs 1.50 Per Share,1.46
9,ETERNAL,EQ,278.6,283.0,278.55,282.1,278.05,1.46,3582292,10089.1671888,N,-,-,1.46
10,PNBHOUSING,EQ,954.0,965.0,951.55,964.5,951.5,1.37,240050,2303.85587,N,01-Aug-2025,Dividend - Rs 5 Per Share,1.37
11,ADANIGREEN,EQ,1019.7,1045.0,1015.5,1028.6,1015.1,1.33,1417785,14652.807975,N,14-Jun-2024,Annual General Meeting,1.33
12,RECLTD,EQ,360.0,365.0,359.35,361.35,356.8,1.28,3986653,14450.421129100001,N,27-Oct-2025,Interim Dividend - Rs 4.60 Per Share,1.28
13,ADANIENT,EQ,2249.0,2287.4,2241.0,2267.0,2239.7,1.22,584559,13270.0154031,N,17-Nov-2025,Rights 3:25 @ Premium Rs 1799/-,1.22
14,BLUESTARCO,EQ,1738.0,1755.9,1733.0,1749.6,1730.7,1.09,28892,504.1885136,N,18-Jul-2025,Dividend - Rs 9 Per Share,1.09
15,LTF,EQ,315.95,319.65,313.4,319.35,315.95,1.08,1131525,3574.6006275,N,27-May-2025,Dividend - Rs 2.75 Per Share,1.08
16,SWIGGY,EQ,389.0,391.2,386.75,390.35,386.25,1.06,2165666,8416.211209199999,N,-,-,1.06
17,INDIGO,EQ,5081.0,5175.0,5062.5,5112.5,5059.5,1.05,388214,19897.4815346,N,13-Aug-2025,Dividend - Rs 10 Per Share,1.05
18,VOLTAS,EQ,1361.2,1383.1,1361.2,1375.5,1361.2,1.05,88332,1214.9978268,N,20-Jun-2025,Dividend - Rs 7 Per Share,1.05
19,NTPC,EQ,329.8,334.0,329.6,332.95,329.55,1.03,1354394,4503.7663682,N,07-Nov-2025,Interim Dividend - Rs 2.75 Per Share,1.03
