,Symbol,series,marketType,high,low,quantityTraded,totalTradedVolume,change,%chng,lastPrice,lastUpdatedTime,vwap
0,COLPAL,EQ,N,2095.7,2080,86626776.56,41428,14.2,0.68,2089.9,01-Jan-2026 09:26:44,2091.02
1,NESTLEIND,EQ,N,1293,1284.9,52633930.4,40780,4.4,0.34,1292.4,01-Jan-2026 09:26:46,1290.68
2,VBL,EQ,N,492.8,490,69273845.76,140938,1.4,0.29,491.25,01-Jan-2026 09:26:41,491.52
3,PATANJALI,EQ,N,549.85,545.55,23353870.88,42608,0.6,0.11,546.1,01-Jan-2026 09:26:46,548.11
4,HINDUNILVR,EQ,N,2322,2310.5,49234192.56,21266,-4.8,-0.21,2311.1,01-Jan-2026 09:26:44,2315.16
5,TATACONSUM,EQ,N,1195.5,1187.5,18289801.15,15355,-3,-0.25,1189,01-Jan-2026 09:26:41,1191.13
6,DABUR,EQ,N,505.9,502,15756848.8,31276,-1.25,-0.25,502.35,01-Jan-2026 09:26:45,503.8
7,BRITANNIA,EQ,N,6063,6006,44630261.2,7420,-18,-0.30,6013,01-Jan-2026 09:26:46,6014.86
8,EMAMILTD,EQ,N,530.3,524.65,9319544.85,17655,-1.8,-0.34,526.8,01-Jan-2026 09:26:45,527.87
9,UBL,EQ,N,1629.7,1600,11479056.4,7115,-6.7,-0.41,1615,01-Jan-2026 09:26:41,1613.36
10,UNITDSPR,EQ,N,1451.5,1437.2,28804465.35,19947,-6.5,-0.45,1437.2,01-Jan-2026 09:26:42,1444.05
11,MARICO,EQ,N,755,746,21209719.84,28331,-3.9,-0.52,746.7,01-Jan-2026 09:26:41,748.64
12,GODREJCP,EQ,N,1226.5,1214.8,8925836.41,7321,-7.1,-0.58,1215.1,01-Jan-2026 09:26:46,1219.21
13,RADICO,EQ,N,3307.8,3275,48026637.88,14578,-23.2,-0.70,3275.2,01-Jan-2026 09:26:41,3294.46
14,ITC,EQ,N,402.7,386.8,19773229905.94,49589281,-15.8,-3.92,387.2,01-Jan-2026 09:26:46,398.74
