,Symbol,series,open_price,high_price,low_price,ltp,prev_price,net_price,trade_quantity,turnover,market_type,ca_ex_dt,ca_purpose,%chng
0,ITC,EQ,402.7,402.7,386.75,387.25,403.0,-3.91,49855159,198762.54790119999,N,28-May-2025,Dividend - Rs 7.85 Per Share,-3.91
1,NUVAMA,EQ,1485.0,1485.0,1457.8,1461.9,1480.5,-1.26,17162,251.73049980000002,N,26-Dec-2025,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,-1.26
2,OIL,EQ,424.25,425.0,418.7,419.0,424.35,-1.26,94249,396.5715173,N,21-Nov-2025,Interim Dividend - Rs 3.50 Per Share,-1.26
3,DRREDDY,EQ,1270.0,1270.0,1255.0,1257.0,1271.4,-1.13,68660,865.205258,N,10-Jul-2025,Dividend - Rs 8 Per Share,-1.13
4,ALKEM,EQ,5477.0,5519.5,5456.0,5456.0,5506.5,-0.92,1619,88.6028511,N,08-Aug-2025,Dividend - Rs 8 Per Share,-0.92
5,PAGEIND,EQ,36285.0,36285.0,35720.0,35740.0,36045.0,-0.85,563,201.9696066,N,19-Nov-2025,Interim Dividend - Rs 125 Per Share,-0.85
6,BIOCON,EQ,393.0,393.9,390.75,390.8,393.9,-0.79,52198,204.5691818,N,04-Jul-2025,Dividend - Rs 0.50 Per Share,-0.79
7,RBLBANK,EQ,313.95,316.5,313.3,313.35,315.8,-0.78,273120,859.8910079999999,N,08-Sep-2025,Dividend - Re 1 Per Share,-0.78
8,LTF,EQ,315.95,315.95,313.5,313.5,315.95,-0.78,287595,905.0902245,N,27-May-2025,Dividend - Rs 2.75 Per Share,-0.78
9,MCX,EQ,11160.0,11160.0,11050.0,11050.0,11136.0,-0.77,31763,3526.3854334,N,02-Jan-2026,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,-0.77
10,MANKIND,EQ,2202.0,2202.0,2179.0,2180.3,2196.5,-0.74,6192,135.375696,N,08-Aug-2025,Interim Dividend - Re 1  Per Share,-0.74
11,SAMMAANCAP,EQ,146.19,146.48,144.51,144.6,145.64,-0.71,644656,936.36284,N,20-Sep-2024,Dividend - Rs 2 Per Share,-0.71
12,ABCAPITAL,EQ,357.7,357.7,354.65,355.15,357.7,-0.71,138604,493.3470776,N,16-Aug-2018,Annual General Meeting,-0.71
13,SONACOMS,EQ,481.95,481.95,476.15,476.15,479.4,-0.68,25795,123.24335099999999,N,04-Jul-2025,Dividend - Rs 1.60 Per Share,-0.68
14,ONGC,EQ,240.9,241.11,238.62,238.8,240.38,-0.66,682081,1635.2209894,N,14-Nov-2025,Interim Dividend - Rs 6 Per Share,-0.66
15,POLYCAB,EQ,7615.0,7615.0,7562.0,7568.5,7619.0,-0.66,11724,888.9265764,N,24-Jun-2025,Dividend - Rs 35 Per Share,-0.66
16,DMART,EQ,3794.8,3808.0,3756.3,3757.2,3782.2,-0.66,19212,722.7765731999999,N,09-Aug-2021,Annual General Meeting,-0.66
17,TORNTPOWER,EQ,1301.5,1310.5,1297.9,1298.2,1306.7,-0.65,7146,93.090942,N,06-Jun-2025,Dividend - Rs 5 Per Share,-0.65
18,MUTHOOTFIN,EQ,3801.5,3811.7,3783.1,3787.7,3811.7,-0.63,23082,876.8343996,N,25-Apr-2025,Interim Dividend - Rs 26 Per Share,-0.63
19,MARICO,EQ,755.0,755.0,746.0,746.2,750.6,-0.59,28509,213.42692670000002,N,01-Aug-2025,Dividend - Rs 7 Per Share,-0.59
