Symbol,%chng
HDFCBANK,-1.32
ICICIBANK,-1.42
POLYCAB,-3.14
TCS,-2.15
DIXON,-1.16
LT,-0.5
M&M,-0.41
KAYNES,-0.58
TATAELXSI,-5.49
INDIGO,-0.45
DLF,-0.37
KOTAKBANK,-1.48
TITAN,-0.57
BAJFINANCE,-0.44
SUNPHARMA,-1.3
MARUTI,-1.69
CHOLAFIN,-0.5
HINDPETRO,-1.97
SWIGGY,-0.73
ICICIGI,-1.35
POWERINDIA,-1.38
DIVISLAB,-1.33
KALYANKJIL,-2.94
COFORGE,-1.35
EICHERMOT,-0.46
APOLLOHOSP,-0.64
FEDERALBNK,-0.84
WAAREEENER,-1.58
ICICIPRULI,-2.12
ASIANPAINT,-2.4
CIPLA,-1.02
TECHM,-1.4
HINDUNILVR,-1.65
TVSMOTOR,-1.88
MAZDOCK,-0.52
HDFCLIFE,-0.61
BAJAJFINSV,-0.43
HEROMOTOCO,-1.21
PERSISTENT,-0.9
SBILIFE,-0.72
CDSL,-0.35
GODREJPROP,-0.37
NAUKRI,-1.98
ADANIENSOL,-1.05
WIPRO,-1.23
PRESTIGE,-1.49
MOTHERSON,-1.17
IEX,-1.6
INOXWIND,-0.67
PREMIERENE,-2.98
IREDA,-1.38
NESTLEIND,-0.89
TIINDIA,-1.54
CGPOWER,-0.74
PAGEIND,-0.92
LODHA,-1.39
MPHASIS,-2.82
LTIM,-1.37
GODREJCP,-1.24
NYKAA,-0.47
SRF,-0.43
BOSCHLTD,-1.19
PHOENIXLTD,-1.51
OFSS,-2.17
TATATECH,-1.92
UNOMINDA,-0.7
TATACONSUM,-1.72
SBICARD,-1.15
VOLTAS,-1.53
PGEL,-0.81
ZYDUSLIFE,-1.74
PIDILITIND,-0.37
IRCTC,-0.4
MARICO,-0.93
ABB,-0.61
ALKEM,-0.7
COLPAL,-0.42
LICI,-0.81
BHARATFORG,-0.88
IIFL,-0.49
DABUR,-1.67
OBEROIRLTY,-0.63
