Symbol,%chng
VEDL,6.09
HINDZINC,3.99
UNIONBANK,7.71
ETERNAL,1.44
MCX,5.32
RELIANCE,0.41
INFY,0.62
INDUSINDBK,3.56
TATASTEEL,3.71
NATIONALUM,4.57
AXISBANK,2.93
ONGC,1.72
IDEA,2.59
COALINDIA,0.65
BEL,0.93
NTPC,3.28
HINDALCO,2.09
HDFCAMC,2.71
OIL,2.12
ULTRACEMCO,1.64
PNB,3.36
INDUSTOWER,2.58
SAIL,2.9
RVNL,2.53
CUMMINSIND,1.29
BANKBARODA,2.0
CANBK,2.15
MAXHEALTH,0.62
ANGELONE,3.27
PAYTM,2.06
LTF,2.53
BPCL,0.54
SUZLON,0.62
INDIANB,2.95
JSWSTEEL,0.65
AUBANK,0.91
INDHOTEL,1.45
LAURUSLABS,3.03
BHEL,0.64
BANKINDIA,3.54
NMDC,1.92
POLICYBZR,0.38
SOLARINDS,1.46
UPL,0.96
LICHSGFIN,2.96
JIOFIN,0.95
PFC,0.93
RECLTD,0.84
JINDALSTEL,2.89
IOC,1.19
LUPIN,1.15
YESBANK,0.7
APLAPOLLO,1.93
ABCAPITAL,2.31
IRFC,0.78
UNITDSPR,1.39
ASHOKLEY,0.7
BIOCON,0.42
GRASIM,0.79
KEI,1.72
HAVELLS,0.41
RBLBANK,2.06
DALBHARAT,3.3
SHREECEM,1.64
AMBUJACEM,2.2
BAJAJHLDNG,0.57
MANAPPURAM,0.41
AUROPHARMA,1.05
KPITTECH,0.6
CAMS,1.54
SUPREMEIND,1.01
TORNTPHARM,1.84
360ONE,1.94
SAMMAANCAP,0.7
ASTRAL,1.84
CONCOR,0.64
MANKIND,1.4
BANDHANBNK,1.28
KFINTECH,1.44
DELHIVERY,1.47
NUVAMA,0.91
SIEMENS,0.55
PIIND,0.54
HUDCO,0.7
SONACOMS,0.94
CROMPTON,0.59
PNBHOUSING,0.7
BLUESTARCO,0.81
