,Symbol,metadata.identifier,metadata.series,metadata.purpose,metadata.lastPrice,metadata.change,metadata.pChange,metadata.previousClose,metadata.finalQuantity,metadata.totalTurnover,metadata.marketCap,metadata.yearHigh,metadata.yearLow,metadata.iep,detail.preOpenMarket.preopen,detail.preOpenMarket.ato.totalBuyQuantity,detail.preOpenMarket.ato.totalSellQuantity,detail.preOpenMarket.IEP,detail.preOpenMarket.totalTradedVolume,detail.preOpenMarket.finalPrice,detail.preOpenMarket.finalQuantity,detail.preOpenMarket.lastUpdateTime,detail.preOpenMarket.totalSellQuantity,detail.preOpenMarket.totalBuyQuantity,detail.preOpenMarket.atoBuyQty,detail.preOpenMarket.atoSellQty,detail.preOpenMarket.Change,%chng,detail.preOpenMarket.prevClose
10,IRFC,IRFCEQN,EQ,,135.0,1.36,1.02,133.64,671446,90645210,238050134243.75,158.0,108.04,135.0,"[{'price': 134.8, 'buyQty': 500, 'sellQty': 0}, {'price': 134.9, 'buyQty': 550, 'sellQty': 0}, {'price': 134.97, 'buyQty': 2625, 'sellQty': 0}, {'price': 134.98, 'buyQty': 801, 'sellQty': 0}, {'price': 134.99, 'buyQty': 200, 'sellQty': 0}, {'price': 135, 'buyQty': 0, 'sellQty': 44411, 'iep': True}, {'price': 135.09, 'buyQty': 0, 'sellQty': 20}, {'price': 135.1, 'buyQty': 0, 'sellQty': 60}, {'price': 135.11, 'buyQty': 0, 'sellQty': 500}, {'price': 135.12, 'buyQty': 0, 'sellQty': 1000}]",0,0,135.0,671446,135.0,671446,29-Dec-2025 09:07:52,1189707,1337781,0,0,1.36,1.02,133.64
11,CONCOR,CONCOREQN,EQ,,524.9,4.6,0.88,520.3,11935,6264681,178527732216.57,652.04,481.0,524.9,"[{'price': 521.85, 'buyQty': 2, 'sellQty': 0}, {'price': 522, 'buyQty': 1370, 'sellQty': 0}, {'price': 522.9, 'buyQty': 272, 'sellQty': 0}, {'price': 523, 'buyQty': 2118, 'sellQty': 0}, {'price': 524.55, 'buyQty': 273, 'sellQty': 0}, {'price': 524.9, 'buyQty': 0, 'sellQty': 980, 'iep': True}, {'price': 524.95, 'buyQty': 0, 'sellQty': 2}, {'price': 525, 'buyQty': 0, 'sellQty': 387}, {'price': 525.4, 'buyQty': 0, 'sellQty': 4860}, {'price': 525.5, 'buyQty': 0, 'sellQty': 51}]",0,0,524.9,11935,524.9,11935,29-Dec-2025 09:07:51,56775,48470,0,0,4.6,0.88,520.3
12,HFCL,HFCLEQN,EQ,,62.0,0.53,0.86,61.47,90275,5597050,64811697592.08,116.7,60.72,62.0,"[{'price': 61.77, 'buyQty': 28301, 'sellQty': 0}, {'price': 61.8, 'buyQty': 1015, 'sellQty': 0}, {'price': 61.85, 'buyQty': 2001, 'sellQty': 0}, {'price': 61.9, 'buyQty': 2, 'sellQty': 0}, {'price': 61.95, 'buyQty': 200, 'sellQty': 0}, {'price': 62, 'buyQty': 0, 'sellQty': 355, 'iep': True}, {'price': 62.01, 'buyQty': 0, 'sellQty': 9}, {'price': 62.04, 'buyQty': 0, 'sellQty': 11}, {'price': 62.05, 'buyQty': 0, 'sellQty': 533}, {'price': 62.08, 'buyQty': 0, 'sellQty': 15}]",0,0,62.0,90275,62.0,90275,29-Dec-2025 09:07:52,629090,496051,0,0,0.53,0.86,61.47
13,MCX,MCXEQN,EQ,,11140.0,88.0,0.8,11052.0,3825,42610500,562253886925.14,11219.0,4408.15,11140.0,"[{'price': 11111, 'buyQty': 42, 'sellQty': 0}, {'price': 11112, 'buyQty': 13, 'sellQty': 0}, {'price': 11114, 'buyQty': 1, 'sellQty': 0}, {'price': 11118, 'buyQty': 2, 'sellQty': 0}, {'price': 11125, 'buyQty': 26, 'sellQty': 0}, {'price': 11140, 'buyQty': 0, 'sellQty': 51, 'iep': True}, {'price': 11144, 'buyQty': 0, 'sellQty': 25}, {'price': 11146, 'buyQty': 0, 'sellQty': 26}, {'price': 11149, 'buyQty': 0, 'sellQty': 562}, {'price': 11150, 'buyQty': 0, 'sellQty': 740}]",0,0,11140.0,3825,11140.0,3825,29-Dec-2025 09:07:52,12391,7658,0,0,88.0,0.8,11052.0
14,IREDA,IREDAEQN,EQ,,141.99,1.0,0.71,140.99,59358,8428242,111753964179.07,234.29,129.11,141.99,"[{'price': 141.5, 'buyQty': 2604, 'sellQty': 0}, {'price': 141.65, 'buyQty': 100, 'sellQty': 0}, {'price': 141.69, 'buyQty': 8413, 'sellQty': 0}, {'price': 141.81, 'buyQty': 171, 'sellQty': 0}, {'price': 141.95, 'buyQty': 17, 'sellQty': 0}, {'price': 141.99, 'buyQty': 0, 'sellQty': 2382, 'iep': True}, {'price': 142, 'buyQty': 0, 'sellQty': 3784}, {'price': 142.06, 'buyQty': 0, 'sellQty': 400}, {'price': 142.1, 'buyQty': 0, 'sellQty': 1335}, {'price': 142.11, 'buyQty': 0, 'sellQty': 1200}]",0,0,141.99,59358,141.99,59358,29-Dec-2025 09:07:52,467808,314062,0,0,1.0,0.71,140.99
15,POWERINDIA,POWERINDIAEQN,EQ,,18480.0,130.0,0.71,18350.0,86,1589280,233472266903.6,22840.0,8801.0,18480.0,"[{'price': 18360, 'buyQty': 5, 'sellQty': 0}, {'price': 18370, 'buyQty': 3, 'sellQty': 0}, {'price': 18410, 'buyQty': 15, 'sellQty': 0}, {'price': 18440, 'buyQty': 51, 'sellQty': 0}, {'price': 18450, 'buyQty': 20, 'sellQty': 0}, {'price': 18480, 'buyQty': 0, 'sellQty': 24, 'iep': True}, {'price': 18490, 'buyQty': 0, 'sellQty': 14}, {'price': 18500, 'buyQty': 0, 'sellQty': 16}, {'price': 18550, 'buyQty': 0, 'sellQty': 1}, {'price': 18580, 'buyQty': 0, 'sellQty': 16}]",0,0,18480.0,86,18480.0,86,29-Dec-2025 09:07:53,1378,1271,0,0,130.0,0.71,18350.0
16,ALKEM,ALKEMEQN,EQ,,5573.0,38.0,0.69,5535.0,53,295369,310909808730.15,5868.0,4491.65,5573.0,"[{'price': 5537, 'buyQty': 225, 'sellQty': 0}, {'price': 5539, 'buyQty': 1, 'sellQty': 0}, {'price': 5540, 'buyQty': 8, 'sellQty': 0}, {'price': 5544, 'buyQty': 1, 'sellQty': 0}, {'price': 5562.5, 'buyQty': 5, 'sellQty': 0}, {'price': 5573, 'buyQty': 0, 'sellQty': 45, 'iep': True}, {'price': 5574, 'buyQty': 0, 'sellQty': 11}, {'price': 5580, 'buyQty': 0, 'sellQty': 2}, {'price': 5595, 'buyQty': 0, 'sellQty': 11}, {'price': 5599, 'buyQty': 0, 'sellQty': 10}]",0,0,5573.0,53,5573.0,53,29-Dec-2025 09:07:52,614,718,0,0,38.0,0.69,5535.0
17,ABB,ABBEQN,EQ,,5218.5,35.5,0.68,5183.0,175,913237,271578994751.43,7006.95,4684.45,5218.5,"[{'price': 5187, 'buyQty': 10, 'sellQty': 0}, {'price': 5192.5, 'buyQty': 5, 'sellQty': 0}, {'price': 5200, 'buyQty': 1, 'sellQty': 0}, {'price': 5205, 'buyQty': 10, 'sellQty': 0}, {'price': 5208.5, 'buyQty': 2, 'sellQty': 0}, {'price': 5218.5, 'buyQty': 0, 'sellQty': 161, 'iep': True}, {'price': 5220, 'buyQty': 0, 'sellQty': 40}, {'price': 5222, 'buyQty': 0, 'sellQty': 1}, {'price': 5224, 'buyQty': 0, 'sellQty': 1}, {'price': 5225, 'buyQty': 0, 'sellQty': 1}]",0,0,5218.5,175,5218.5,175,29-Dec-2025 09:07:51,9401,2716,0,0,35.5,0.68,5183.0
18,BEL,BELEQN,EQ,,401.0,2.55,0.64,398.45,76521,30684921,1422633047426.23,436.0,240.25,401.0,"[{'price': 400.45, 'buyQty': 1016, 'sellQty': 0}, {'price': 400.5, 'buyQty': 4485, 'sellQty': 0}, {'price': 400.7, 'buyQty': 40, 'sellQty': 0}, {'price': 400.8, 'buyQty': 10000, 'sellQty': 0}, {'price': 400.9, 'buyQty': 300, 'sellQty': 0}, {'price': 401, 'buyQty': 0, 'sellQty': 8845, 'iep': True}, {'price': 401.05, 'buyQty': 0, 'sellQty': 2}, {'price': 401.1, 'buyQty': 0, 'sellQty': 106}, {'price': 401.25, 'buyQty': 0, 'sellQty': 35}, {'price': 401.3, 'buyQty': 0, 'sellQty': 1}]",0,0,401.0,76521,401.0,76521,29-Dec-2025 09:07:52,494284,326876,0,0,2.55,0.64,398.45
19,SOLARINDS,SOLARINDSEQN,EQ,,12516.0,79.0,0.64,12437.0,232,2903712,303180660126.49,17820.0,8482.5,12516.0,"[{'price': 12480, 'buyQty': 51, 'sellQty': 0}, {'price': 12496, 'buyQty': 2, 'sellQty': 0}, {'price': 12499, 'buyQty': 17, 'sellQty': 0}, {'price': 12500, 'buyQty': 5, 'sellQty': 0}, {'price': 12501, 'buyQty': 10, 'sellQty': 0}, {'price': 12516, 'buyQty': 0, 'sellQty': 0, 'iep': True}, {'price': 12517, 'buyQty': 0, 'sellQty': 1}, {'price': 12522, 'buyQty': 0, 'sellQty': 3}, {'price': 12525, 'buyQty': 0, 'sellQty': 15}, {'price': 12527, 'buyQty': 0, 'sellQty': 1}, {'price': 12530, 'buyQty': 0, 'sellQty': 8}]",0,0,12516.0,232,12516.0,232,29-Dec-2025 09:07:54,1929,1224,0,0,79.0,0.64,12437.0
20,DALBHARAT,DALBHARATEQN,EQ,,2174.0,13.4,0.62,2160.6,4162,9048188,171740435042.39,2496.3,1601.0,2174.0,"[{'price': 2166, 'buyQty': 8, 'sellQty': 0}, {'price': 2167, 'buyQty': 2, 'sellQty': 0}, {'price': 2168, 'buyQty': 7, 'sellQty': 0}, {'price': 2170, 'buyQty': 29, 'sellQty': 0}, {'price': 2171.4, 'buyQty': 66, 'sellQty': 0}, {'price': 2174, 'buyQty': 0, 'sellQty': 290, 'iep': True}, {'price': 2174.9, 'buyQty': 0, 'sellQty': 5}, {'price': 2175, 'buyQty': 0, 'sellQty': 10}, {'price': 2175.7, 'buyQty': 0, 'sellQty': 5}, {'price': 2177.7, 'buyQty': 0, 'sellQty': 5}]",0,0,2174.0,4162,2174.0,4162,29-Dec-2025 09:07:52,11288,2507,0,0,13.4,0.62,2160.6
21,HUDCO,HUDCOEQN,EQ,,222.95,1.32,0.6,221.63,29751,6632985,110974560272.78,254.29,158.85,222.95,"[{'price': 222.3, 'buyQty': 520, 'sellQty': 0}, {'price': 222.44, 'buyQty': 4487, 'sellQty': 0}, {'price': 222.45, 'buyQty': 1500, 'sellQty': 0}, {'price': 222.5, 'buyQty': 2630, 'sellQty': 0}, {'price': 222.73, 'buyQty': 858, 'sellQty': 0}, {'price': 222.95, 'buyQty': 0, 'sellQty': 958, 'iep': True}, {'price': 222.99, 'buyQty': 0, 'sellQty': 1}, {'price': 223, 'buyQty': 0, 'sellQty': 6091}, {'price': 223.1, 'buyQty': 0, 'sellQty': 12154}, {'price': 223.23, 'buyQty': 0, 'sellQty': 2000}]",0,0,222.95,29751,222.95,29751,29-Dec-2025 09:07:52,177164,95410,0,0,1.32,0.6,221.63
22,HAL,HALEQN,EQ,,4434.0,24.8,0.56,4409.2,2652,11758968,835436225868.3,5165.0,3046.05,4434.0,"[{'price': 4425.5, 'buyQty': 5, 'sellQty': 0}, {'price': 4429.2, 'buyQty': 5, 'sellQty': 0}, {'price': 4429.9, 'buyQty': 1, 'sellQty': 0}, {'price': 4430, 'buyQty': 40, 'sellQty': 0}, {'price': 4431.2, 'buyQty': 161, 'sellQty': 0}, {'price': 4434, 'buyQty': 0, 'sellQty': 2025, 'iep': True}, {'price': 4434.5, 'buyQty': 0, 'sellQty': 50}, {'price': 4435, 'buyQty': 0, 'sellQty': 62}, {'price': 4436.6, 'buyQty': 0, 'sellQty': 4}, {'price': 4437, 'buyQty': 0, 'sellQty': 2}]",0,0,4434.0,2652,4434.0,2652,29-Dec-2025 09:08:05,30677,18664,0,0,24.8,0.56,4409.2
23,TORNTPOWER,TORNTPOWEREQN,EQ,,1306.0,6.8,0.52,1299.2,375,489750,246467470270.59,1640.0,1188.0,1306.0,"[{'price': 1299.2, 'buyQty': 359, 'sellQty': 0}, {'price': 1299.5, 'buyQty': 10, 'sellQty': 0}, {'price': 1300, 'buyQty': 20, 'sellQty': 0}, {'price': 1302, 'buyQty': 40, 'sellQty': 0}, {'price': 1305.6, 'buyQty': 52, 'sellQty': 0}, {'price': 1306, 'buyQty': 0, 'sellQty': 39, 'iep': True}, {'price': 1307, 'buyQty': 0, 'sellQty': 20}, {'price': 1308, 'buyQty': 0, 'sellQty': 26}, {'price': 1308.6, 'buyQty': 0, 'sellQty': 100}, {'price': 1308.8, 'buyQty': 0, 'sellQty': 100}]",0,0,1306.0,375,1306.0,375,29-Dec-2025 09:07:55,8249,3762,0,0,6.8,0.52,1299.2
24,JSWSTEEL,JSWSTEELEQN,EQ,,1100.0,5.6,0.51,1094.4,2797,3076700,1022252348987.36,1223.9,880.0,1100.0,"[{'price': 1095.1, 'buyQty': 5, 'sellQty': 0}, {'price': 1095.3, 'buyQty': 18, 'sellQty': 0}, {'price': 1099.8, 'buyQty': 14, 'sellQty': 0}, {'price': 1099.9, 'buyQty': 9, 'sellQty': 0}, {'price': 1100, 'buyQty': 3219, 'sellQty': 0, 'iep': True}, {'price': 1100.2, 'buyQty': 0, 'sellQty': 22}, {'price': 1100.9, 'buyQty': 0, 'sellQty': 50}, {'price': 1101.9, 'buyQty': 0, 'sellQty': 50}, {'price': 1102, 'buyQty': 0, 'sellQty': 51}, {'price': 1102.9, 'buyQty': 0, 'sellQty': 30}]",0,0,1100.0,2797,1100.0,2797,29-Dec-2025 09:07:52,31318,9204,0,0,5.6,0.51,1094.4
25,APLAPOLLO,APLAPOLLOEQN,EQ,,1895.5,9.4,0.5,1886.1,1285,2435717,341478656729.7,1936.0,1272.7,1895.5,"[{'price': 1893, 'buyQty': 105, 'sellQty': 0}, {'price': 1894, 'buyQty': 305, 'sellQty': 0}, {'price': 1894.5, 'buyQty': 40, 'sellQty': 0}, {'price': 1895, 'buyQty': 10, 'sellQty': 0}, {'price': 1895.5, 'buyQty': 84, 'sellQty': 0, 'iep': True}, {'price': 1896.6, 'buyQty': 0, 'sellQty': 1}, {'price': 1896.8, 'buyQty': 0, 'sellQty': 1}, {'price': 1897, 'buyQty': 0, 'sellQty': 25}, {'price': 1897.5, 'buyQty': 0, 'sellQty': 35}, {'price': 1897.7, 'buyQty': 0, 'sellQty': 50}]",0,0,1895.5,1285,1895.5,1285,29-Dec-2025 09:07:52,4848,6738,0,0,9.4,0.5,1886.1
26,IRCTC,IRCTCEQN,EQ,,709.0,3.5,0.5,705.5,20750,14711750,212529330000.0,831.75,656.0,709.0,"[{'price': 707.5, 'buyQty': 3006, 'sellQty': 0}, {'price': 707.6, 'buyQty': 159, 'sellQty': 0}, {'price': 708, 'buyQty': 1436, 'sellQty': 0}, {'price': 708.3, 'buyQty': 250, 'sellQty': 0}, {'price': 708.5, 'buyQty': 200, 'sellQty': 0}, {'price': 709, 'buyQty': 0, 'sellQty': 2188, 'iep': True}, {'price': 709.1, 'buyQty': 0, 'sellQty': 1}, {'price': 709.45, 'buyQty': 0, 'sellQty': 3}, {'price': 709.5, 'buyQty': 0, 'sellQty': 39}, {'price': 709.8, 'buyQty': 0, 'sellQty': 9561}]",0,0,709.0,20750,709.0,20750,29-Dec-2025 09:07:52,79739,79023,0,0,3.5,0.5,705.5
27,SYNGENE,SYNGENEEQN,EQ,,657.9,3.25,0.5,654.65,430,282897,123889184508.14,895.75,599.55,657.9,"[{'price': 651.5, 'buyQty': 1, 'sellQty': 0}, {'price': 654, 'buyQty': 1, 'sellQty': 0}, {'price': 654.65, 'buyQty': 4, 'sellQty': 0}, {'price': 654.7, 'buyQty': 3, 'sellQty': 0}, {'price': 656, 'buyQty': 3, 'sellQty': 0}, {'price': 657.9, 'buyQty': 0, 'sellQty': 1307, 'iep': True}, {'price': 658, 'buyQty': 0, 'sellQty': 101}, {'price': 658.7, 'buyQty': 0, 'sellQty': 43}, {'price': 658.8, 'buyQty': 0, 'sellQty': 17}, {'price': 658.9, 'buyQty': 0, 'sellQty': 32}]",0,0,657.9,430,657.9,430,29-Dec-2025 09:07:56,8145,1979,0,0,3.25,0.5,654.65
28,ADANIENSOL,ADANIENSOLEQN,EQ,,1020.3,5.0,0.49,1015.3,3000,3060900,351027115434.74,1050.0,639.45,1020.3,"[{'price': 1018, 'buyQty': 27, 'sellQty': 0}, {'price': 1018.3, 'buyQty': 64, 'sellQty': 0}, {'price': 1020, 'buyQty': 28, 'sellQty': 0}, {'price': 1020.25, 'buyQty': 50, 'sellQty': 0}, {'price': 1020.3, 'buyQty': 686, 'sellQty': 0, 'iep': True}, {'price': 1020.4, 'buyQty': 0, 'sellQty': 6}, {'price': 1020.5, 'buyQty': 0, 'sellQty': 10}, {'price': 1020.65, 'buyQty': 0, 'sellQty': 16}, {'price': 1021, 'buyQty': 0, 'sellQty': 78}, {'price': 1022, 'buyQty': 0, 'sellQty': 31}]",0,0,1020.3,3000,1020.3,3000,29-Dec-2025 09:07:52,29530,10592,0,0,5.0,0.49,1015.3
29,KAYNES,KAYNESEQN,EQ,,4080.5,20.0,0.49,4060.5,2394,9768717,126758393335.16,7822.0,3712.5,4080.5,"[{'price': 4075, 'buyQty': 79, 'sellQty': 0}, {'price': 4078, 'buyQty': 5, 'sellQty': 0}, {'price': 4079, 'buyQty': 19, 'sellQty': 0}, {'price': 4080, 'buyQty': 37, 'sellQty': 0}, {'price': 4080.5, 'buyQty': 177, 'sellQty': 0, 'iep': True}, {'price': 4085, 'buyQty': 0, 'sellQty': 50}, {'price': 4086, 'buyQty': 0, 'sellQty': 1}, {'price': 4088, 'buyQty': 0, 'sellQty': 201}, {'price': 4089, 'buyQty': 0, 'sellQty': 201}, {'price': 4090, 'buyQty': 0, 'sellQty': 317}]",0,0,4080.5,2394,4080.5,2394,29-Dec-2025 09:07:51,34802,18914,0,0,20.0,0.49,4060.5
