,Symbol,series,marketType,high,low,quantityTraded,totalTradedVolume,change,%chng,lastPrice,lastUpdatedTime,vwap
0,COFORGE,EQ,N,1714.7,1637.1,13554791753.4,8071211,3.7,0.22,1677,29-Dec-2025 16:00:27,1679.4
1,TECHM,EQ,N,1629.8,1610.1,1442069567.76,891096,1.6,0.10,1613.9,29-Dec-2025 16:00:27,1618.31
2,LTIM,EQ,N,6117,6019,781797181.1,128969,-13,-0.22,6022.5,29-Dec-2025 16:00:27,6061.9
3,INFY,EQ,N,1673.1,1637.1,6692637815.93,4062817,-11.1,-0.67,1645,29-Dec-2025 16:00:27,1647.29
4,TCS,EQ,N,3288,3242.9,6768643025.54,2079473,-24,-0.73,3256,29-Dec-2025 16:00:27,3254.98
5,WIPRO,EQ,N,267.39,263.6,997197451.44,3755074,-2.05,-0.77,264.25,29-Dec-2025 16:00:27,265.56
6,PERSISTENT,EQ,N,6324.5,6207.5,1562432209.38,250243,-61,-0.97,6239.5,29-Dec-2025 16:00:27,6243.66
7,OFSS,EQ,N,7790,7624.5,942238936.26,122553,-79,-1.02,7698,29-Dec-2025 16:00:27,7688.42
8,HCLTECH,EQ,N,1660.8,1625.4,2490639505.92,1516288,-30.3,-1.82,1630.6,29-Dec-2025 16:00:27,1642.59
9,MPHASIS,EQ,N,2874.7,2791,939481008.84,331924,-52.6,-1.85,2798,29-Dec-2025 16:00:27,2830.41
