Symbol,%chng
DABUR,-1.08
COLPAL,-1.08
MARICO,-1.08
NESTLEIND,-1.08
BRITANNIA,-1.08
HINDUNILVR,-1.08
ITC,-1.08
UBL,-1.08
GODREJCP,-1.08
EMAMILTD,-1.08
TATACONSUM,-1.08
UNITDSPR,-1.08
PATANJALI,-1.08
VBL,-1.08
RADICO,-1.08
