Symbol,%chng
SIGNATURE,-2.26
PHOENIXLTD,-2.26
SOBHA,-2.26
OBEROIRLTY,-2.26
BRIGADE,-2.26
PRESTIGE,-2.26
LODHA,-2.26
DLF,-2.26
ANANTRAJ,-2.26
GODREJPROP,-2.26
