Symbol,%chng
VOLTAS,-1.14
BATAINDIA,-1.14
DIXON,-1.14
KAJARIACER,-1.14
TITAN,-1.14
KALYANKJIL,-1.14
HAVELLS,-1.14
CERA,-1.14
BLUESTARCO,-1.14
PGEL,-1.14
CENTURYPLY,-1.14
WHIRLPOOL,-1.14
CROMPTON,-1.14
VGUARD,-1.14
AMBER,-1.14
