Symbol,%chng
COROMANDEL,-1.16
LINDEINDIA,-1.16
PCBL,-1.16
HSCL,-1.16
CHAMBLFERT,-1.16
SRF,-1.16
BAYERCROP,-1.16
SWANCORP,-1.16
DEEPAKNTR,-1.16
SUMICHEM,-1.16
NAVINFLUOR,-1.16
PIIND,-1.16
PIDILITIND,-1.16
FLUOROCHEM,-1.16
DEEPAKFERT,-1.16
ATUL,-1.16
TATACHEM,-1.16
SOLARINDS,-1.16
AARTIIND,-1.16
UPL,-1.16
