Symbol,%chng
TIPSMUSIC,-0.84
ZEEL,-0.84
HATHWAY,-0.84
SAREGAMA,-0.84
NAZARA,-0.84
PVRINOX,-0.84
SUNTV,-0.84
PFOCUS,-0.84
NETWORK18,-0.84
DBCORP,-0.84
