Symbol,%chng
IPCALAB,-0.88
BIOCON,-0.88
DRREDDY,-0.88
CIPLA,-0.88
ALKEM,-0.88
DIVISLAB,-0.88
LUPIN,-0.88
ABBOTINDIA,-0.88
GLAND,-0.88
AUROPHARMA,-0.88
SUNPHARMA,-0.88
JBCHEPHARM,-0.88
ZYDUSLIFE,-0.88
LAURUSLABS,-0.88
TORNTPHARM,-0.88
PPLPHARMA,-0.88
AJANTPHARM,-0.88
MANKIND,-0.88
GLENMARK,-0.88
WOCKPHARMA,-0.88
