Symbol,%chng
COFORGE,1.40
HCLTECH,1.37
TECHM,1.32
LTIM,0.91
MPHASIS,0.65
INFY,0.52
TCS,0.45
WIPRO,0.23
OFSS,-0.07
PERSISTENT,-0.46
