Symbol,%chng
HDFCBANK,-0.46
ICICIBANK,-1.39
POWERINDIA,-5.12
BSE,-0.37
CGPOWER,-4.06
WAAREEENER,-2.61
SUZLON,-1.87
SHRIRAMFIN,-1.09
DIXON,-1.23
RVNL,-0.54
TIINDIA,-0.7
RECLTD,-0.98
ADANIENT,-1.46
JIOFIN,-0.56
IREDA,-1.44
GODREJPROP,-3.58
TRENT,-0.67
DLF,-2.0
CDSL,-0.92
HEROMOTOCO,-0.38
ADANIPORTS,-1.23
TMPV,-0.82
LODHA,-2.66
IDFCFIRSTB,-0.55
IRFC,-0.96
ANGELONE,-1.58
HDFCLIFE,-0.58
PFC,-1.09
ULTRACEMCO,-0.56
KALYANKJIL,-0.84
HINDUNILVR,-0.36
NTPC,-0.87
ADANIGREEN,-0.95
PAYTM,-0.4
UPL,-0.35
PREMIERENE,-0.81
TATAPOWER,-1.1
SAIL,-1.04
NBCC,-0.86
LAURUSLABS,-0.76
CROMPTON,-1.11
INOXWIND,-1.83
PERSISTENT,-0.45
POLYCAB,-0.48
INDHOTEL,-0.99
MOTHERSON,-1.62
DELHIVERY,-1.68
IRCTC,-1.15
BOSCHLTD,-0.41
CHOLAFIN,-0.9
OBEROIRLTY,-1.62
FORTIS,-0.41
NYKAA,-0.78
HDFCAMC,-0.57
BAJAJHLDNG,-0.87
LUPIN,-1.11
PGEL,-0.46
GLENMARK,-0.79
JSWENERGY,-1.31
SUNPHARMA,-0.65
AMBER,-0.87
ZYDUSLIFE,-0.61
AUROPHARMA,-0.75
ADANIENSOL,-0.7
PPLPHARMA,-1.38
TATATECH,-0.54
MAXHEALTH,-0.51
ICICIGI,-0.48
GMRAIRPORT,-0.61
PRESTIGE,-2.16
LICI,-0.58
MANKIND,-2.01
KFINTECH,-0.53
POLICYBZR,-0.7
PHOENIXLTD,-0.49
EXIDEIND,-1.02
KPITTECH,-0.44
SONACOMS,-0.95
NAUKRI,-0.67
PNBHOUSING,-0.57
AMBUJACEM,-0.73
KEI,-0.39
APLAPOLLO,-0.57
SUPREMEIND,-1.25
SRF,-0.82
MFSL,-1.11
CONCOR,-1.13
BIOCON,-0.64
CAMS,-0.83
PAGEIND,-0.39
TORNTPHARM,-0.76
360ONE,-1.81
SBICARD,-0.73
TORNTPOWER,-0.59
ALKEM,-0.96
NUVAMA,-0.35
SYNGENE,-1.37
UNOMINDA,-1.26
PATANJALI,-0.96
ASTRAL,-0.77
PIIND,-0.77
BLUESTARCO,-0.49
