Symbol,%chng
YESBANK,3.82
UNIONBANK,2.23
SBIN,2.12
BANKBARODA,1.68
PNB,1.40
INDUSINDBK,1.31
ICICIBANK,1.28
HDFCBANK,0.92
CANBK,0.84
IDFCFIRSTB,0.30
FEDERALBNK,0.09
AUBANK,0.00
AXISBANK,-0.42
KOTAKBANK,-1.26
