Symbol,%chng
PFOCUS,2.41
SAREGAMA,2.07
HATHWAY,1.93
NETWORK18,1.72
NAZARA,1.70
TIPSMUSIC,1.19
PVRINOX,1.08
ZEEL,0.69
DBCORP,0.00
SUNTV,-0.69
