Symbol,%chng
BOSCHLTD,8.45
UNOMINDA,2.76
SONACOMS,2.53
TVSMOTOR,2.11
ASHOKLEY,1.63
MARUTI,1.57
HEROMOTOCO,1.53
EXIDEIND,1.35
M&M,1.06
BHARATFORG,1.00
TMPV,0.76
EICHERMOT,-0.05
MOTHERSON,-0.42
BAJAJ-AUTO,-0.62
TIINDIA,-0.69
