Symbol,%chng
ANANTRAJ,6.06
GODREJPROP,2.71
SOBHA,2.20
OBEROIRLTY,2.07
PHOENIXLTD,1.30
LODHA,1.28
DLF,1.00
PRESTIGE,0.99
SIGNATURE,0.82
BRIGADE,-0.69
