,Symbol,series,marketType,high,low,quantityTraded,totalTradedVolume,change,%chng,lastPrice,lastUpdatedTime,vwap
0,COLPAL,EQ,N,2100,2080,245968406.7,117510,13.8,0.66,2089.5,01-Jan-2026 09:59:59,2093.17
1,PATANJALI,EQ,N,550.1,545.55,54071352.32,98584,2.7,0.49,548.2,01-Jan-2026 10:00:01,548.48
2,GODREJCP,EQ,N,1227,1214.4,52716124.02,43239,2.2,0.18,1224.4,01-Jan-2026 10:00:01,1219.18
3,NESTLEIND,EQ,N,1294.8,1284.9,137855090.36,106756,0.8,0.06,1288.8,01-Jan-2026 10:00:02,1291.31
4,BRITANNIA,EQ,N,6063,6006,96695062.08,16067,-11,-0.18,6020,01-Jan-2026 10:00:00,6018.24
5,UBL,EQ,N,1629.7,1600,16558436.36,10259,-4.1,-0.25,1617.6,01-Jan-2026 09:59:56,1614.04
6,VBL,EQ,N,492.8,488.05,135172480.6,275435,-1.7,-0.35,488.15,01-Jan-2026 10:00:02,490.76
7,DABUR,EQ,N,505.9,501.15,36768940.8,73140,-1.75,-0.35,501.85,01-Jan-2026 10:00:00,502.72
8,MARICO,EQ,N,755,746,45274426.65,60499,-2.6,-0.35,748,01-Jan-2026 10:00:02,748.35
9,HINDUNILVR,EQ,N,2322,2303,180428798.4,78105,-11.9,-0.51,2304,01-Jan-2026 10:00:02,2310.08
10,EMAMILTD,EQ,N,530.3,524.65,14564026,27620,-3.05,-0.58,525.55,01-Jan-2026 10:00:00,527.3
11,TATACONSUM,EQ,N,1195.5,1183.5,42034394.84,35356,-7.6,-0.64,1184.4,01-Jan-2026 10:00:01,1188.89
12,RADICO,EQ,N,3307.8,3261,95795240.31,29183,-23.3,-0.71,3275.1,01-Jan-2026 10:00:02,3282.57
13,UNITDSPR,EQ,N,1451.5,1431.7,60553426.08,42058,-11.6,-0.80,1432.1,01-Jan-2026 09:59:57,1439.76
14,ITC,EQ,N,402.7,379,27296087407.2,69128520,-21.5,-5.33,381.5,01-Jan-2026 10:00:01,394.86
