,Symbol,metadata.identifier,metadata.series,metadata.purpose,metadata.lastPrice,metadata.change,metadata.pChange,metadata.previousClose,metadata.finalQuantity,metadata.totalTurnover,metadata.marketCap,metadata.yearHigh,metadata.yearLow,metadata.iep,detail.preOpenMarket.preopen,detail.preOpenMarket.ato.totalBuyQuantity,detail.preOpenMarket.ato.totalSellQuantity,detail.preOpenMarket.IEP,detail.preOpenMarket.totalTradedVolume,detail.preOpenMarket.finalPrice,detail.preOpenMarket.finalQuantity,detail.preOpenMarket.lastUpdateTime,detail.preOpenMarket.totalSellQuantity,detail.preOpenMarket.totalBuyQuantity,detail.preOpenMarket.atoBuyQty,detail.preOpenMarket.atoSellQty,detail.preOpenMarket.Change,%chng,detail.preOpenMarket.prevClose
10,TIINDIA,TIINDIAEQN,EQ,,2610.0,14.3,0.55,2595.7,108,281880,276490860225.17,3693.6,2407.1,2610.0,"[{'price': 2595.7, 'buyQty': 16, 'sellQty': 0}, {'price': 2596, 'buyQty': 25, 'sellQty': 0}, {'price': 2596.5, 'buyQty': 16, 'sellQty': 0}, {'price': 2597, 'buyQty': 1, 'sellQty': 0}, {'price': 2608.6, 'buyQty': 11, 'sellQty': 0}, {'price': 2610, 'buyQty': 0, 'sellQty': 15, 'iep': True}, {'price': 2612.5, 'buyQty': 0, 'sellQty': 1708}, {'price': 2614.9, 'buyQty': 0, 'sellQty': 500}, {'price': 2616, 'buyQty': 0, 'sellQty': 1}, {'price': 2619, 'buyQty': 0, 'sellQty': 51}]",0,0,2610.0,108,2610.0,108,26-Dec-2025 09:07:10,8076,2071,0,0,14.3,0.55,2595.7
11,HAL,HALEQN,EQ,,4445.0,23.7,0.54,4421.3,3134,13930630,836780375340.0,5165.0,3046.05,4445.0,"[{'price': 4440, 'buyQty': 65, 'sellQty': 0}, {'price': 4440.1, 'buyQty': 50, 'sellQty': 0}, {'price': 4443.4, 'buyQty': 20, 'sellQty': 0}, {'price': 4443.5, 'buyQty': 1, 'sellQty': 0}, {'price': 4445, 'buyQty': 1860, 'sellQty': 0, 'iep': True}, {'price': 4447, 'buyQty': 0, 'sellQty': 1}, {'price': 4448, 'buyQty': 0, 'sellQty': 250}, {'price': 4448.4, 'buyQty': 0, 'sellQty': 2}, {'price': 4449, 'buyQty': 0, 'sellQty': 2}, {'price': 4449.3, 'buyQty': 0, 'sellQty': 2}]",0,0,4445.0,3134,4445.0,3134,26-Dec-2025 09:07:10,26481,19777,0,0,23.7,0.54,4421.3
12,IRFC,IRFCEQN,EQ,,122.14,0.65,0.54,121.49,154588,18881378,216561476916.06,158.0,108.04,122.14,"[{'price': 121.95, 'buyQty': 14, 'sellQty': 0}, {'price': 122, 'buyQty': 9906, 'sellQty': 0}, {'price': 122.01, 'buyQty': 1500, 'sellQty': 0}, {'price': 122.05, 'buyQty': 100, 'sellQty': 0}, {'price': 122.09, 'buyQty': 11075, 'sellQty': 0}, {'price': 122.14, 'buyQty': 0, 'sellQty': 6977, 'iep': True}, {'price': 122.15, 'buyQty': 0, 'sellQty': 1}, {'price': 122.2, 'buyQty': 0, 'sellQty': 1480}, {'price': 122.21, 'buyQty': 0, 'sellQty': 1500}, {'price': 122.25, 'buyQty': 0, 'sellQty': 65}]",0,0,122.14,154588,122.14,154588,26-Dec-2025 09:07:09,790291,426624,0,0,0.65,0.54,121.49
13,MUTHOOTFIN,MUTHOOTFINEQN,EQ,,3824.0,19.3,0.51,3804.7,1053,4026672,406021998018.27,3890.0,1965.0,3824.0,"[{'price': 3810, 'buyQty': 458, 'sellQty': 0}, {'price': 3815, 'buyQty': 5, 'sellQty': 0}, {'price': 3815.7, 'buyQty': 5, 'sellQty': 0}, {'price': 3816.1, 'buyQty': 10, 'sellQty': 0}, {'price': 3823.7, 'buyQty': 6, 'sellQty': 0}, {'price': 3824, 'buyQty': 0, 'sellQty': 186, 'iep': True}, {'price': 3825, 'buyQty': 0, 'sellQty': 10}, {'price': 3826.1, 'buyQty': 0, 'sellQty': 15}, {'price': 3826.9, 'buyQty': 0, 'sellQty': 800}, {'price': 3829, 'buyQty': 0, 'sellQty': 200}]",0,0,3824.0,1053,3824.0,1053,26-Dec-2025 09:07:12,5132,2614,0,0,19.3,0.51,3804.7
14,MANAPPURAM,MANAPPURAMEQN,EQ,,316.1,1.55,0.49,314.55,45413,14355049,172815733878.07,318.9,168.83,316.1,"[{'price': 315.55, 'buyQty': 5, 'sellQty': 0}, {'price': 315.75, 'buyQty': 3313, 'sellQty': 0}, {'price': 316, 'buyQty': 4351, 'sellQty': 0}, {'price': 316.05, 'buyQty': 519, 'sellQty': 0}, {'price': 316.1, 'buyQty': 542, 'sellQty': 0, 'iep': True}, {'price': 316.3, 'buyQty': 0, 'sellQty': 145}, {'price': 316.4, 'buyQty': 0, 'sellQty': 3667}, {'price': 316.5, 'buyQty': 0, 'sellQty': 102}, {'price': 316.55, 'buyQty': 0, 'sellQty': 130}, {'price': 316.7, 'buyQty': 0, 'sellQty': 325}]",0,0,316.1,45413,316.1,45413,26-Dec-2025 09:07:10,91351,67974,0,0,1.55,0.49,314.55
15,AMBER,AMBEREQN,EQ,,6689.0,29.0,0.44,6660.0,109,729101,141849037390.18,8626.0,5235.0,6689.0,"[{'price': 6660, 'buyQty': 92, 'sellQty': 0}, {'price': 6665, 'buyQty': 30, 'sellQty': 0}, {'price': 6670, 'buyQty': 3, 'sellQty': 0}, {'price': 6679.5, 'buyQty': 11, 'sellQty': 0}, {'price': 6680, 'buyQty': 25, 'sellQty': 0}, {'price': 6689, 'buyQty': 0, 'sellQty': 6, 'iep': True}, {'price': 6699, 'buyQty': 0, 'sellQty': 106}, {'price': 6702, 'buyQty': 0, 'sellQty': 6}, {'price': 6715, 'buyQty': 0, 'sellQty': 20}, {'price': 6720, 'buyQty': 0, 'sellQty': 40}]",0,0,6689.0,109,6689.0,109,26-Dec-2025 09:07:22,2100,1611,0,0,29.0,0.44,6660.0
16,HAVELLS,HAVELLSEQN,EQ,,1430.0,5.6,0.39,1424.4,920,1315600,357289529837.44,1721.2,1380.0,1430.0,"[{'price': 1424.4, 'buyQty': 177, 'sellQty': 0}, {'price': 1424.5, 'buyQty': 4, 'sellQty': 0}, {'price': 1425, 'buyQty': 10, 'sellQty': 0}, {'price': 1425.1, 'buyQty': 153, 'sellQty': 0}, {'price': 1429.9, 'buyQty': 6, 'sellQty': 0}, {'price': 1430, 'buyQty': 0, 'sellQty': 36, 'iep': True}, {'price': 1430.3, 'buyQty': 0, 'sellQty': 15}, {'price': 1431.9, 'buyQty': 0, 'sellQty': 17}, {'price': 1432, 'buyQty': 0, 'sellQty': 50}, {'price': 1433.4, 'buyQty': 0, 'sellQty': 16}]",0,0,1430.0,920,1430.0,920,26-Dec-2025 09:07:11,11867,4634,0,0,5.6,0.39,1424.4
17,COALINDIA,COALINDIAEQN,EQ,,403.8,1.45,0.36,402.35,43005,17365419,911292113524.57,417.25,349.25,403.8,"[{'price': 403.4, 'buyQty': 12, 'sellQty': 0}, {'price': 403.5, 'buyQty': 1004, 'sellQty': 0}, {'price': 403.55, 'buyQty': 219, 'sellQty': 0}, {'price': 403.6, 'buyQty': 500, 'sellQty': 0}, {'price': 403.75, 'buyQty': 20, 'sellQty': 0}, {'price': 403.8, 'buyQty': 0, 'sellQty': 4270, 'iep': True}, {'price': 403.85, 'buyQty': 0, 'sellQty': 65}, {'price': 403.9, 'buyQty': 0, 'sellQty': 1}, {'price': 403.95, 'buyQty': 0, 'sellQty': 196}, {'price': 404, 'buyQty': 0, 'sellQty': 607}]",0,0,403.8,43005,403.8,43005,26-Dec-2025 09:07:09,373022,143035,0,0,1.45,0.36,402.35
18,ADANIPORTS,ADANIPORTSEQN,EQ,,1499.6,5.3,0.35,1494.3,4794,7189082,1101369615453.15,1549.0,1010.75,1499.6,"[{'price': 1497.1, 'buyQty': 25, 'sellQty': 0}, {'price': 1497.6, 'buyQty': 30, 'sellQty': 0}, {'price': 1498, 'buyQty': 45, 'sellQty': 0}, {'price': 1498.7, 'buyQty': 2, 'sellQty': 0}, {'price': 1499, 'buyQty': 1, 'sellQty': 0}, {'price': 1499.6, 'buyQty': 0, 'sellQty': 893, 'iep': True}, {'price': 1499.7, 'buyQty': 0, 'sellQty': 60}, {'price': 1499.9, 'buyQty': 0, 'sellQty': 300}, {'price': 1500, 'buyQty': 0, 'sellQty': 368}, {'price': 1500.1, 'buyQty': 0, 'sellQty': 80}]",0,0,1499.6,4794,1499.6,4794,26-Dec-2025 09:07:22,46466,17893,0,0,5.3,0.35,1494.3
19,SOLARINDS,SOLARINDSEQN,EQ,,12529.0,44.0,0.35,12485.0,143,1791647,303642233246.87,17820.0,8482.5,12529.0,"[{'price': 12485, 'buyQty': 96, 'sellQty': 0}, {'price': 12490, 'buyQty': 41, 'sellQty': 0}, {'price': 12496, 'buyQty': 1, 'sellQty': 0}, {'price': 12499, 'buyQty': 1, 'sellQty': 0}, {'price': 12500, 'buyQty': 13, 'sellQty': 0}, {'price': 12529, 'buyQty': 0, 'sellQty': 14, 'iep': True}, {'price': 12540, 'buyQty': 0, 'sellQty': 2}, {'price': 12549, 'buyQty': 0, 'sellQty': 3}, {'price': 12550, 'buyQty': 0, 'sellQty': 1}, {'price': 12552, 'buyQty': 0, 'sellQty': 3}]",0,0,12529.0,143,12529.0,143,26-Dec-2025 09:07:23,1941,971,0,0,44.0,0.35,12485.0
20,NESTLEIND,NESTLEINDEQN,EQ,,1264.0,4.3,0.34,1259.7,1552,1961728,900687509255.66,1311.6,1055.0,1264.0,"[{'price': 1260, 'buyQty': 89, 'sellQty': 0}, {'price': 1260.1, 'buyQty': 1, 'sellQty': 0}, {'price': 1261, 'buyQty': 1897, 'sellQty': 0}, {'price': 1263, 'buyQty': 510, 'sellQty': 0}, {'price': 1264, 'buyQty': 525, 'sellQty': 0, 'iep': True}, {'price': 1264.1, 'buyQty': 0, 'sellQty': 10}, {'price': 1264.9, 'buyQty': 0, 'sellQty': 100}, {'price': 1265, 'buyQty': 0, 'sellQty': 194}, {'price': 1266, 'buyQty': 0, 'sellQty': 28}, {'price': 1266.3, 'buyQty': 0, 'sellQty': 20}]",0,0,1264.0,1552,1264.0,1552,26-Dec-2025 09:07:12,26388,6371,0,0,4.3,0.34,1259.7
21,AMBUJACEM,AMBUJACEMEQN,EQ,,549.9,1.8,0.33,548.1,4501,2475099,342301652907.2,624.95,455.0,549.9,"[{'price': 549, 'buyQty': 74, 'sellQty': 0}, {'price': 549.1, 'buyQty': 100, 'sellQty': 0}, {'price': 549.5, 'buyQty': 500, 'sellQty': 0}, {'price': 549.6, 'buyQty': 220, 'sellQty': 0}, {'price': 549.7, 'buyQty': 75, 'sellQty': 0}, {'price': 549.9, 'buyQty': 0, 'sellQty': 648, 'iep': True}, {'price': 549.95, 'buyQty': 0, 'sellQty': 1400}, {'price': 550, 'buyQty': 0, 'sellQty': 5}, {'price': 550.2, 'buyQty': 0, 'sellQty': 200}, {'price': 550.35, 'buyQty': 0, 'sellQty': 74}]",0,0,549.9,4501,549.9,4501,26-Dec-2025 09:07:22,123401,33694,0,0,1.8,0.33,548.1
22,NMDC,NMDCEQN,EQ,,81.7,0.27,0.33,81.43,69008,5637953,279974742535.45,83.25,59.53,81.7,"[{'price': 81.5, 'buyQty': 5697, 'sellQty': 0}, {'price': 81.55, 'buyQty': 502, 'sellQty': 0}, {'price': 81.6, 'buyQty': 220, 'sellQty': 0}, {'price': 81.67, 'buyQty': 1, 'sellQty': 0}, {'price': 81.7, 'buyQty': 16, 'sellQty': 0, 'iep': True}, {'price': 81.74, 'buyQty': 0, 'sellQty': 500}, {'price': 81.75, 'buyQty': 0, 'sellQty': 1875}, {'price': 81.77, 'buyQty': 0, 'sellQty': 100}, {'price': 81.8, 'buyQty': 0, 'sellQty': 6488}, {'price': 81.85, 'buyQty': 0, 'sellQty': 500}]",0,0,81.7,69008,81.7,69008,26-Dec-2025 09:07:10,988182,437172,0,0,0.27,0.33,81.43
23,PNBHOUSING,PNBHOUSINGEQN,EQ,,969.45,3.15,0.33,966.3,4762,4616520,181235361809.46,1141.9,746.7,969.45,"[{'price': 968.15, 'buyQty': 31, 'sellQty': 0}, {'price': 968.3, 'buyQty': 15, 'sellQty': 0}, {'price': 969, 'buyQty': 2206, 'sellQty': 0}, {'price': 969.15, 'buyQty': 336, 'sellQty': 0}, {'price': 969.45, 'buyQty': 525, 'sellQty': 0, 'iep': True}, {'price': 969.7, 'buyQty': 0, 'sellQty': 275}, {'price': 969.8, 'buyQty': 0, 'sellQty': 1}, {'price': 969.95, 'buyQty': 0, 'sellQty': 100}, {'price': 970, 'buyQty': 0, 'sellQty': 177}, {'price': 970.3, 'buyQty': 0, 'sellQty': 42}]",0,0,969.45,4762,969.45,4762,26-Dec-2025 09:07:12,24903,21549,0,0,3.15,0.33,966.3
24,ADANIENT,ADANIENTEQN,EQ,,2229.3,6.6,0.3,2222.7,3391,7559556,576134691314.58,2616.5,1967.52,2229.3,"[{'price': 2225.7, 'buyQty': 1, 'sellQty': 0}, {'price': 2227, 'buyQty': 20, 'sellQty': 0}, {'price': 2228, 'buyQty': 50, 'sellQty': 0}, {'price': 2229.1, 'buyQty': 123, 'sellQty': 0}, {'price': 2229.3, 'buyQty': 110, 'sellQty': 0, 'iep': True}, {'price': 2229.8, 'buyQty': 0, 'sellQty': 200}, {'price': 2229.9, 'buyQty': 0, 'sellQty': 1}, {'price': 2230, 'buyQty': 0, 'sellQty': 108}, {'price': 2230.9, 'buyQty': 0, 'sellQty': 1}, {'price': 2231, 'buyQty': 0, 'sellQty': 1}]",0,0,2229.3,3391,2229.3,3391,26-Dec-2025 09:07:10,23825,17185,0,0,6.6,0.3,2222.7
25,NBCC,NBCCEQN,EQ,,116.51,0.35,0.3,116.16,47122,5490184,119877824340.0,130.7,70.8,116.51,"[{'price': 116.3, 'buyQty': 100, 'sellQty': 0}, {'price': 116.37, 'buyQty': 983, 'sellQty': 0}, {'price': 116.48, 'buyQty': 1000, 'sellQty': 0}, {'price': 116.5, 'buyQty': 18815, 'sellQty': 0}, {'price': 116.51, 'buyQty': 5666, 'sellQty': 0, 'iep': True}, {'price': 116.6, 'buyQty': 0, 'sellQty': 365}, {'price': 116.65, 'buyQty': 0, 'sellQty': 10}, {'price': 116.7, 'buyQty': 0, 'sellQty': 810}, {'price': 116.71, 'buyQty': 0, 'sellQty': 1000}, {'price': 116.75, 'buyQty': 0, 'sellQty': 1160}]",0,0,116.51,47122,116.51,47122,26-Dec-2025 09:07:10,533853,169314,0,0,0.35,0.3,116.16
26,POWERINDIA,POWERINDIAEQN,EQ,,18475.0,55.0,0.3,18420.0,208,3842800,233218630546.29,22840.0,8801.0,18475.0,"[{'price': 18380, 'buyQty': 2, 'sellQty': 0}, {'price': 18390, 'buyQty': 10, 'sellQty': 0}, {'price': 18400, 'buyQty': 21, 'sellQty': 0}, {'price': 18420, 'buyQty': 33, 'sellQty': 0}, {'price': 18475, 'buyQty': 9, 'sellQty': 0, 'iep': True}, {'price': 18500, 'buyQty': 0, 'sellQty': 3}, {'price': 18515, 'buyQty': 0, 'sellQty': 11}, {'price': 18520, 'buyQty': 0, 'sellQty': 219}, {'price': 18550, 'buyQty': 0, 'sellQty': 4}, {'price': 18565, 'buyQty': 0, 'sellQty': 10}]",0,0,18475.0,208,18475.0,208,26-Dec-2025 09:07:13,1500,987,0,0,55.0,0.3,18420.0
27,UPL,UPLEQN,EQ,,775.0,2.3,0.3,772.7,1271,985025,438306545159.08,786.3,493.0,775.0,"[{'price': 773.05, 'buyQty': 10, 'sellQty': 0}, {'price': 773.3, 'buyQty': 100, 'sellQty': 0}, {'price': 773.4, 'buyQty': 52, 'sellQty': 0}, {'price': 774.15, 'buyQty': 34, 'sellQty': 0}, {'price': 775, 'buyQty': 38, 'sellQty': 0, 'iep': True}, {'price': 775.35, 'buyQty': 0, 'sellQty': 341}, {'price': 775.75, 'buyQty': 0, 'sellQty': 800}, {'price': 775.9, 'buyQty': 0, 'sellQty': 52}, {'price': 776.8, 'buyQty': 0, 'sellQty': 31}, {'price': 777.3, 'buyQty': 0, 'sellQty': 52}]",0,0,775.0,1271,775.0,1271,26-Dec-2025 09:07:10,54808,9289,0,0,2.3,0.3,772.7
28,RVNL,RVNLEQN,EQ,,346.7,1.0,0.29,345.7,44884,15561282,195124483091.03,501.8,301.2,346.7,"[{'price': 345.9, 'buyQty': 100, 'sellQty': 0}, {'price': 346, 'buyQty': 6791, 'sellQty': 0}, {'price': 346.05, 'buyQty': 25, 'sellQty': 0}, {'price': 346.5, 'buyQty': 2207, 'sellQty': 0}, {'price': 346.65, 'buyQty': 53, 'sellQty': 0}, {'price': 346.7, 'buyQty': 0, 'sellQty': 1426, 'iep': True}, {'price': 346.75, 'buyQty': 0, 'sellQty': 275}, {'price': 346.8, 'buyQty': 0, 'sellQty': 457}, {'price': 346.9, 'buyQty': 0, 'sellQty': 1160}, {'price': 346.95, 'buyQty': 0, 'sellQty': 118}]",0,0,346.7,44884,346.7,44884,26-Dec-2025 09:07:10,329669,122045,0,0,1.0,0.29,345.7
29,SHRIRAMFIN,SHRIRAMFINEQN,EQ,,976.55,2.85,0.29,973.7,24300,23730165,1360223342848.73,983.7,493.35,976.55,"[{'price': 974.2, 'buyQty': 9, 'sellQty': 0}, {'price': 974.5, 'buyQty': 149, 'sellQty': 0}, {'price': 974.7, 'buyQty': 1, 'sellQty': 0}, {'price': 975, 'buyQty': 434, 'sellQty': 0}, {'price': 976, 'buyQty': 531, 'sellQty': 0}, {'price': 976.55, 'buyQty': 0, 'sellQty': 35, 'iep': True}, {'price': 976.9, 'buyQty': 0, 'sellQty': 5500}, {'price': 977, 'buyQty': 0, 'sellQty': 427}, {'price': 977.7, 'buyQty': 0, 'sellQty': 1}, {'price': 977.8, 'buyQty': 0, 'sellQty': 100}]",0,0,976.55,24300,976.55,24300,26-Dec-2025 09:07:09,78517,43086,0,0,2.85,0.29,973.7
