,Symbol,series,open_price,high_price,low_price,ltp,prev_price,net_price,trade_quantity,turnover,market_type,ca_ex_dt,ca_purpose,%chng
0,COFORGE,EQ,1730.0,1744.7,1658.9,1674.0,1737.7,-3.67,4261704,71831.8732608,N,31-Oct-2025,Interim Dividend - Rs 4 Per Share,-3.67
1,HFCL,EQ,64.24,64.94,60.72,62.04,64.24,-3.42,59247417,37159.9799424,N,08-Sep-2025,Dividend - Re 0.10 Per Share,-3.42
2,DIXON,EQ,12700.0,12711.0,12250.0,12280.0,12629.0,-2.76,722112,89843.2253376,N,16-Sep-2025,Dividend - Rs 8 Per Share,-2.76
3,IEX,EQ,137.5,137.5,133.29,135.49,139.14,-2.62,14251319,19340.4650149,N,16-May-2025,Dividend - Rs 1.50 Per Share,-2.62
4,PNBHOUSING,EQ,969.45,970.85,941.4,942.0,966.3,-2.51,1046494,9974.8668598,N,01-Aug-2025,Dividend - Rs 5 Per Share,-2.51
5,LTIM,EQ,6160.0,6174.5,6020.0,6020.5,6163.0,-2.31,113668,6911.184902000001,N,24-Oct-2025,Interim Dividend - Rs 22 Per Share,-2.31
6,NUVAMA,EQ,1520.0,1531.0,1478.0,1488.0,7615.0,-2.3,736850,11094.75045,N,26-Dec-2025,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,-80.46
7,NCC,EQ,160.5,162.3,157.58,158.71,161.53,-1.75,3282226,5245.3253706,N,14-Aug-2025,Dividend - Rs 2.20 Per Share,-1.75
8,UNOMINDA,EQ,1296.0,1296.0,1263.7,1270.2,1292.3,-1.71,237899,3031.8086458999996,N,30-May-2025,Dividend - Rs 1.50 Per Share,-1.71
9,PPLPHARMA,EQ,177.31,177.4,173.85,174.44,177.31,-1.62,1575785,2758.4116425,N,16-Jul-2025,Dividend - Re 0.14 Per Share,-1.62
10,OIL,EQ,409.0,410.35,402.1,402.5,408.9,-1.57,1696823,6864.4974465,N,21-Nov-2025,Interim Dividend - Rs 3.50 Per Share,-1.57
11,MPHASIS,EQ,2900.0,2913.0,2843.8,2847.0,2891.9,-1.55,151986,4352.4382806,N,09-Jul-2025,Dividend - Rs 57 Per Share,-1.55
12,CUMMINSIND,EQ,4400.6,4433.6,4339.1,4350.0,4417.4,-1.53,388141,16937.0759324,N,18-Jul-2025,Dividend - Rs 33.50 Per Share,-1.53
13,CAMS,EQ,758.0,762.0,746.7,748.7,760.1,-1.5,725045,5463.866615499999,N,05-Dec-2025,Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,-1.5
14,SUPREMEIND,EQ,3323.0,3331.6,3265.0,3272.5,3320.3,-1.44,85228,2815.2598188,N,03-Nov-2025,Interim Dividend - Rs 11 Per Share,-1.44
15,ASIANPAINT,EQ,2785.0,2794.4,2743.0,2746.6,2785.5,-1.4,532078,14667.528187,N,18-Nov-2025,Interim Dividend - Rs 4.50 Per Share,-1.4
16,SHRIRAMFIN,EQ,976.55,978.75,956.7,960.4,973.7,-1.37,4739099,45614.301784899995,N,07-Nov-2025,Interim Dividend - Rs 4.80 Per Share,-1.37
17,360ONE,EQ,1191.5,1207.1,1172.6,1180.0,1196.0,-1.34,223587,2650.6462437,N,27-Oct-2025,Interim Dividend - Rs 6 Per Share,-1.34
18,JINDALSTEL,EQ,997.9,999.0,985.4,985.9,999.0,-1.31,780164,7725.6520264,N,22-Aug-2025,Dividend - Rs 2 Per Share,-1.31
19,BAJFINANCE,EQ,1011.7,1011.7,998.0,998.5,1011.7,-1.3,5211460,52240.196186,N,16-Jun-2025,Bonus 4:1,-1.3
