Symbol,%chng
ASHOKLEY,3.24
BAJAJ-AUTO,2.59
MOTHERSON,2.18
TVSMOTOR,2.01
M&M,1.23
HEROMOTOCO,1.14
TIINDIA,0.53
EICHERMOT,0.50
BOSCHLTD,0.36
TMPV,0.33
EXIDEIND,0.11
MARUTI,0.10
UNOMINDA,0.09
BHARATFORG,-0.30
SONACOMS,-0.94
