Symbol,%chng
OBEROIRLTY,1.76
ANANTRAJ,1.22
LODHA,1.14
BRIGADE,1.13
GODREJPROP,0.64
PRESTIGE,0.64
PHOENIXLTD,0.63
DLF,0.62
SIGNATURE,0.29
SOBHA,0.05
