Symbol,%chng
APLAPOLLO,2.93
LLOYDSME,1.87
JSL,1.41
JINDALSTEL,1.27
HINDCOPPER,1.00
NMDC,1.00
TATASTEEL,0.92
HINDALCO,0.86
ADANIENT,0.66
SAIL,0.63
JSWSTEEL,0.45
NATIONALUM,0.22
HINDZINC,-0.33
VEDL,-0.33
WELCORP,-1.83
