Symbol,%chng
BSE,0.48
INDUSINDBK,0.48
MANAPPURAM,0.48
IEX,0.48
MUTHOOTFIN,0.48
MCX,0.48
ANGELONE,0.48
UNIONBANK,0.48
HUDCO,0.48
AUBANK,0.48
CDSL,0.48
PNBHOUSING,0.48
ABCAPITAL,0.48
YESBANK,0.48
BANKINDIA,0.48
RBLBANK,0.48
BANDHANBNK,0.48
ICICIPRULI,0.48
360ONE,0.48
INDIANB,0.48
MFSL,0.48
LTF,0.48
FEDERALBNK,0.48
SBICARD,0.48
POLICYBZR,0.48
IDFCFIRSTB,0.48
HDFCAMC,0.48
PAYTM,0.48
LICHSGFIN,0.48
CAMS,0.48
