Symbol,%chng
BSE,0.64
PFC,0.64
MUTHOOTFIN,0.64
RECLTD,0.64
SBIN,0.64
ICICIBANK,0.64
SBILIFE,0.64
ICICIGI,0.64
HDFCLIFE,0.64
BAJAJFINSV,0.64
JIOFIN,0.64
KOTAKBANK,0.64
AXISBANK,0.64
HDFCBANK,0.64
ICICIPRULI,0.64
CHOLAFIN,0.64
SHRIRAMFIN,0.64
SBICARD,0.64
BAJFINANCE,0.64
LICHSGFIN,0.64
