Symbol,%chng
PPLPHARMA,4.96
GLENMARK,2.31
ALKEM,2.22
AUROPHARMA,1.84
MANKIND,1.73
JBCHEPHARM,1.64
BIOCON,1.47
DIVISLAB,0.76
CIPLA,0.61
TORNTPHARM,0.60
SUNPHARMA,0.51
DRREDDY,0.34
ZYDUSLIFE,0.32
LUPIN,0.25
GLAND,0.17
IPCALAB,0.14
LAURUSLABS,-0.31
AJANTPHARM,-0.32
WOCKPHARMA,-1.05
ABBOTINDIA,-1.26
