Symbol,%chng
VGUARD,0.40
HAVELLS,0.34
CERA,0.21
DIXON,-0.01
TITAN,-0.27
BATAINDIA,-0.33
KAJARIACER,-0.39
KALYANKJIL,-0.47
CROMPTON,-1.27
BLUESTARCO,-1.36
PGEL,-1.75
VOLTAS,-2.31
WHIRLPOOL,-2.42
CENTURYPLY,-2.72
AMBER,-3.20
