Symbol,%chng
NATIONALUM,4.75
HINDCOPPER,3.70
HINDALCO,3.53
HINDZINC,2.51
VEDL,2.31
JINDALSTEL,1.09
NMDC,0.96
WELCORP,0.87
ADANIENT,0.80
JSWSTEEL,0.56
TATASTEEL,0.50
JSL,0.20
LLOYDSME,-0.44
SAIL,-0.71
APLAPOLLO,-2.02
