Symbol,%chng
SIGNATURE,1.15
PHOENIXLTD,0.09
OBEROIRLTY,-0.82
ANANTRAJ,-1.05
PRESTIGE,-1.29
DLF,-1.31
SOBHA,-1.96
LODHA,-2.12
BRIGADE,-2.28
GODREJPROP,-3.04
