,Symbol,series,marketType,high,low,quantityTraded,totalTradedVolume,change,%chng,lastPrice,lastUpdatedTime,vwap
0,HEROMOTOCO,EQ,N,5742.5,5566.5,16981632378.99,2980473,133,2.39,5699,30-Dec-2025 16:00:28,5697.63
1,ASHOKLEY,EQ,N,179.97,174.01,10486529265.6,58790880,4.13,2.36,179.05,30-Dec-2025 16:00:28,178.37
2,BAJAJ-AUTO,EQ,N,9299,9025.5,4288998434.4,464922,211,2.32,9298,30-Dec-2025 16:00:28,9225.2
3,M&M,EQ,N,3666,3575.2,7524063072.57,2063179,67.9,1.89,3660,30-Dec-2025 16:00:28,3646.83
4,TVSMOTOR,EQ,N,3654,3549.1,5419129904.5,1497535,64.8,1.81,3639,30-Dec-2025 16:00:28,3618.7
5,BHARATFORG,EQ,N,1466.8,1441,1154251503.8,791722,10.9,0.75,1456.6,30-Dec-2025 16:00:28,1457.9
6,TMPV,EQ,N,363.95,358.45,4990423766.4,13807060,2.3,0.64,360.9,30-Dec-2025 16:00:28,361.44
7,MARUTI,EQ,N,16818,16482,17589066809.97,1055843,83,0.50,16625,30-Dec-2025 16:00:28,16658.79
8,BOSCHLTD,EQ,N,35750,34990,3143354842.16,88747,115,0.32,35745,30-Dec-2025 16:00:28,35419.28
9,UNOMINDA,EQ,N,1284.9,1255.9,1295542166,1022600,1.3,0.10,1270.1,30-Dec-2025 16:00:28,1266.91
10,SONACOMS,EQ,N,482.6,476,917607360.54,1914434,0,0.00,477.4,30-Dec-2025 16:00:28,479.31
11,MOTHERSON,EQ,N,120.66,119.14,1215044909.68,10132129,-0.07,-0.06,119.57,30-Dec-2025 16:00:28,119.92
12,EXIDEIND,EQ,N,361.85,357.3,260273426.82,724713,-4,-1.11,357.9,30-Dec-2025 16:00:28,359.14
13,TIINDIA,EQ,N,2618.2,2557.7,724039753.88,281767,-37.2,-1.43,2569,30-Dec-2025 16:00:28,2569.64
14,EICHERMOT,EQ,N,7312,7132.5,14265764635.98,1976062,-139.5,-1.92,7132.5,30-Dec-2025 16:00:28,7219.29
