,Symbol,latestOI,prevOI,changeInOI,%chng in OI,volume,futValue,optValue,total,premValue,underlyingValue
80,TIINDIA,29971,27773,2198,7.91,16110,35830.222,4938784162,36782.06362,951.84162,2569
81,MAZDOCK,72433,67238,5195,7.73,206846,128456.43432,85262553188,139651.0162,11194.58188,2474
82,TVSMOTOR,71467,66366,5101,7.69,69926,129410.2912,31986116727,133902.64597,4492.35477,3639
83,CANBK,50283,46778,3505,7.49,62493,211686.60487,43806650377,219124.97865,7438.37377,154
84,ADANIGREEN,74300,69125,5175,7.49,46673,129110.42016,15921140094,131430.8211,2320.40094,1010
85,FORTIS,28889,26887,2002,7.45,16792,65892.70913,4973008607,66374.02521,481.31607,877
86,AUROPHARMA,60930,56776,4154,7.32,30056,91654.40405,10949176073,92768.00478,1113.60073,1190
87,PAYTM,45613,42557,3056,7.18,31419,119548.93865,18228400007,121286.04373,1737.10507,1294
88,ONGC,93541,87454,6087,6.96,36331,102904.91437,9143190292,104022.32355,1117.40917,234
89,LICI,36587,34221,2366,6.91,23768,71350.63334,7189438032,72100.58366,749.95032,848
90,AXISBANK,196906,184597,12309,6.67,108035,278787.80612,56980076981,285191.45093,6403.64481,1246
91,LODHA,44222,41459,2763,6.66,24156,52069.31307,6644393388,53031.85695,962.54388,1062
92,MIDCPNIFTY,252474,236799,15675,6.62,6630818,196792.70436,12636410663504,341659.47941,144866.77504,13601
93,ICICIGI,27619,25918,1701,6.56,15788,65313.56754,3584550193,65519.56947,206.00193,1955
94,SBICARD,40654,38167,2487,6.52,25461,95987.33416,7821814528,96836.67944,849.34528,848
95,HAVELLS,27473,25795,1678,6.51,13546,53962.22905,4279882220,54450.45125,488.2222,1420
96,HAL,152094,142820,9274,6.49,143496,308714.76232,65558614498,317316.10731,8601.34498,4319
97,NMDC,93152,87487,5665,6.48,72719,118914.69127,29410902630,124285.44757,5370.7563,83
98,NHPC,22633,21258,1375,6.47,14858,38860.04352,3682058752,39346.80704,486.76352,78
99,NATIONALUM,42109,39556,2553,6.45,74923,156216.522,72630773137,170508.28462,14291.76262,317
100,BPCL,31932,29999,1933,6.44,27015,71218.78657,12933666048,73170.46518,1951.6786,369
101,BHARTIARTL,161186,151444,9742,6.43,95020,370177.85965,58527451130,374381.83095,4203.9713,2099
102,JINDALSTEL,41122,38640,2482,6.42,49251,110660.76925,20590421681,113694.67356,3033.90431,1020
103,ADANIENSOL,37821,35568,2253,6.33,18073,55131.35757,7005086266,55921.41524,790.05766,1021
104,HINDPETRO,30626,28808,1818,6.31,22256,79180.51239,13798774014,81398.98878,2218.47639,470
105,ZYDUSLIFE,23211,21842,1369,6.27,12556,59690.11941,4540056840,60771.26781,1081.1484,902
106,VBL,77886,73361,4525,6.17,46658,91647.14705,15683839393,94009.65848,2362.51143,484
107,INDUSTOWER,80287,75642,4645,6.14,34451,107829.23625,14257309335,110041.4046,2212.16835,423
108,PRESTIGE,17928,16898,1030,6.1,11685,37814.75415,4600963386,38484.00801,669.25386,1576
109,CDSL,55158,52030,3128,6.01,57123,128195.89588,27686510934,133422.09022,5226.19434,1436
110,APLAPOLLO,32903,31062,1841,5.93,12766,53260.75958,3151115222,53573.4018,312.64222,1890
111,SBILIFE,36811,34808,2003,5.75,17301,68974.70253,6177668880,69521.61633,546.9138,2019
112,TATATECH,29366,27788,1578,5.68,20342,61092.398,4606211544,61885.47344,793.07544,640
113,PATANJALI,57821,54737,3084,5.63,20846,72083.79414,3112937766,72471.1068,387.31266,544
114,M&M,137856,130723,7133,5.46,115520,204066.85914,64774963346,209763.0926,5696.23346,3660
115,KPITTECH,17122,16254,868,5.34,11472,27190.69465,2964113882,27577.09348,386.39882,1166
116,HINDALCO,159338,151513,7825,5.16,115447,259884.86391,45849445215,267178.28606,7293.42215,883
117,360ONE,9976,9489,487,5.13,10014,24079.6527,3510959950,24285.8522,206.1995,1200
118,APOLLOHOSP,49806,47420,2386,5.03,45304,115659.46855,28755890192,117787.30797,2127.83942,6985
119,DELHIVERY,17867,17012,855,5.03,9481,43166.62568,3741488815,43717.89383,551.26815,401
120,IIFL,16422,15640,782,5.0,12213,47854.40698,7436354788,48929.40987,1075.00288,605
121,PPLPHARMA,21785,20748,1037,5.0,11251,31415.16856,1875763130,31716.25298,301.08442,171
122,CGPOWER,33227,31658,1569,4.96,22829,56569.17322,7271538333,58071.81155,1502.63833,643
123,MARUTI,132345,126122,6223,4.93,240055,288230.2986,172998957254,298856.17114,10625.87254,16625
124,ADANIPORTS,88993,84960,4033,4.75,53124,160279.35568,21493634993,162525.43061,2246.07493,1468
125,AUBANK,36262,34623,1639,4.73,33736,138239.2719,20009469970,141254.5716,3015.2997,993
126,BANKBARODA,60291,57673,2618,4.54,42658,120011.84529,24802048352,123130.12257,3118.27727,292
127,COALINDIA,104960,100433,4527,4.51,54393,99842.8171,19834468137,101953.49647,2110.67937,398
128,SYNGENE,14049,13454,595,4.42,7666,29482.5536,2065113370,29736.3873,253.8337,643
129,IRCTC,59798,57375,2423,4.22,53150,78012.17655,24878326698,80877.17478,2864.99823,683
130,PHOENIXLTD,15307,14688,619,4.21,5534,17759.63644,1790281276,17882.5192,122.88276,1850
131,SHREECEM,19575,18792,783,4.17,19845,48487.86678,8247381735,48643.68413,155.81735,26400
132,BDL,47880,45985,1895,4.12,65983,73697.7682,25738221654,77304.30475,3606.53654,1467
133,ABCAPITAL,41175,39546,1629,4.12,20443,92917.29665,13141180271,95354.83936,2437.54271,348
134,SBIN,201692,193915,7777,4.01,169387,354734.46682,88908198675,362344.82857,7610.36175,973
135,TITAN,108853,104697,4156,3.97,83108,172810.00474,41070054688,176306.30662,3496.30188,3973
136,HINDUNILVR,80246,77304,2942,3.81,39857,76737.59274,20101014450,78583.55724,1845.9645,2290
137,MANKIND,18101,17443,658,3.77,13716,29588.55169,3744737941,29881.00611,292.45441,2177
138,TATACONSUM,38638,37285,1353,3.63,32129,52645.58673,15998830842,54126.75515,1481.16842,1173
139,ASTRAL,36775,35502,1273,3.59,23953,55638.56704,8505866874,56904.06578,1265.49874,1359
140,POLICYBZR,30518,29492,1026,3.48,44024,75475.18051,21327775721,77387.30772,1912.12721,1861
141,TATASTEEL,100577,97244,3333,3.43,109875,244066.31975,83189095825,255570.953,11504.63325,175
142,GODREJCP,27571,26669,902,3.38,11561,38471.8938,3179467485,38802.46865,330.57485,1210
143,MANAPPURAM,28690,27768,922,3.32,14918,63197.5518,7665142860,64333.2804,1135.7286,311
144,PNB,60997,59074,1923,3.26,54311,198144.488,33380495600,201910.404,3765.916,121
145,NAUKRI,34364,33307,1057,3.17,12106,25483.833,3660112305,25985.43105,501.59805,1340
146,ULTRACEMCO,92781,90047,2734,3.04,46032,110401.21731,16206096916,111464.68648,1063.46916,11701
147,JSWSTEEL,115250,112013,3237,2.89,57342,146528.53128,28875020960,150510.34838,3981.8171,1110
148,INFY,353632,344027,9605,2.79,143999,413633.40488,53719673432,419217.1792,5583.77432,1623
149,NBCC,31066,30226,840,2.78,18617,65117.76115,8409592490,66422.40605,1304.6449,122
150,TECHM,58443,56879,1564,2.75,20036,80549.52408,11392173312,81751.4172,1201.89312,1602
151,SHRIRAMFIN,121839,118797,3042,2.56,145390,263079.54601,91994371887,277399.47988,14319.93387,974
152,ALKEM,16498,16099,399,2.48,9541,26405.46642,3963608897,26615.5554,210.08897,5432
153,IOC,37832,36918,914,2.48,19252,68342.03512,8564407702,69377.85465,1035.81952,161
154,COLPAL,53327,52057,1270,2.44,24004,54858.86851,5887186443,55705.57294,846.70443,2053
155,ADANIENT,148935,145423,3512,2.42,110787,279591.32302,50297732109,289130.40244,9539.07942,2215
156,GAIL,59417,58051,1366,2.35,32936,80712.89068,10063543108,82226.64177,1513.75108,170
157,KFINTECH,16310,15949,361,2.26,9120,20981.79125,2616051725,21306.5285,324.73725,1093
158,TRENT,161144,157715,3429,2.17,133383,173492.58069,40835949961,179765.5803,6272.99961,4210
159,HEROMOTOCO,80358,78735,1623,2.06,182449,209043.06969,137775407229,221981.11698,12938.04729,5699
160,MARICO,36286,35619,667,1.87,11217,49355.5182,5220231948,49903.47768,547.95948,739
161,BOSCHLTD,15865,15593,272,1.74,40228,57196.75981,30577957955,57872.83936,676.07955,35745
162,KALYANKJIL,42506,41779,727,1.74,15181,40401.67117,4761739881,40905.32999,503.65881,484
163,VOLTAS,44847,44090,757,1.72,16857,30030.62958,5727286635,30664.62093,633.99135,1348
164,COFORGE,112032,110369,1663,1.51,134345,205132.0605,66225197700,216054.0375,10921.977,1668
165,OFSS,34851,34337,514,1.5,28552,67890.15027,9939932973,69191.955,1301.80473,7625
166,HUDCO,34363,33876,487,1.44,27398,68693.51688,10598284273,70225.35962,1531.84273,224
167,NESTLEIND,48446,47836,610,1.28,23340,63820.693,8725175255,64400.29555,579.60255,1271
168,BAJAJ-AUTO,78045,77105,940,1.22,157580,122955.81964,98298919206,133468.2367,10512.41706,9298
169,UNIONBANK,34042,33745,297,0.88,29804,112689.31825,8933311776,114018.03601,1328.71776,150
170,SONACOMS,20054,19922,132,0.66,10130,25729.85579,2989849063,26108.90892,379.05313,477
171,OIL,15373,15291,82,0.54,6653,18922.2572,1974474446,19163.32166,241.06446,412
172,BRITANNIA,35333,35278,55,0.16,11900,35144.12008,5505454082,35397.16091,253.04082,6006
173,ANGELONE,37544,37649,-105,-0.28,65565,90669.8239,30460598567,94932.30957,4262.48567,2369
174,MUTHOOTFIN,35140,35297,-157,-0.44,44351,164272.94048,30317876619,168097.70667,3824.76619,3794
175,PIIND,22632,22735,-103,-0.45,13535,35787.65765,4169546638,36172.18654,384.52888,3188
176,POLYCAB,31264,31461,-197,-0.63,23488,77249.16001,14472533362,78289.86863,1040.70862,7492
177,BSE,87233,87783,-550,-0.63,98244,207347.0322,78685858215,218538.17685,11191.14465,2595
178,HDFCAMC,36896,37169,-273,-0.73,16471,52332.4065,7981230978,52992.49128,660.08478,2652
179,FEDERALBNK,28515,28762,-247,-0.86,31991,170049.599,26019636550,173277.4645,3227.8655,265
180,DRREDDY,36266,36710,-444,-1.21,16625,46491.34712,8530304262,47021.07725,529.73012,1263
181,TORNTPHARM,11909,12084,-175,-1.45,8271,37888.37687,4104488000,38067.88187,179.505,3859
182,SIEMENS,38297,38904,-607,-1.56,25972,35121.58982,8371427725,36179.46707,1057.87725,3030
183,TATAELXSI,37863,38622,-759,-1.97,42534,60461.05989,16803329163,61884.85152,1423.79163,5210
184,IRFC,49785,50911,-1126,-2.21,57589,46958.59425,26952054447,50682.31122,3723.71697,124
185,VEDL,191338,195806,-4468,-2.28,139718,296106.65221,68436125951,307907.83422,11801.18201,606
186,LTIM,25202,25801,-599,-2.32,20493,52261.71826,13521905343,53061.57169,799.85343,6078
187,PAGEIND,29239,29951,-712,-2.38,32438,57719.44957,11848613249,58299.35706,579.90749,35900
188,AMBER,24221,24885,-664,-2.67,36102,68969.35281,16481274049,70424.3933,1455.04049,6285
189,BLUESTARCO,12688,13054,-366,-2.8,13046,20959.38669,5278121871,21103.54041,144.15371,1708
190,OBEROIRLTY,20210,20914,-704,-3.37,10861,25059.98474,3830016743,25425.96217,365.97743,1665
191,RVNL,79791,82645,-2854,-3.45,115508,79729.92625,55111570812,89466.34688,9736.42062,360
192,PGEL,23808,24736,-928,-3.75,22253,36147.12897,6672878130,36871.07027,723.9413,564
193,WIPRO,66585,69186,-2601,-3.76,29337,82685.4894,15046765860,84047.898,1362.4086,264
194,DALBHARAT,17437,18171,-734,-4.04,12505,24568.02432,6289162477,24873.03409,305.00977,2135
195,ABB,31272,32682,-1410,-4.31,22803,54064.41783,9303327413,54687.31697,622.89913,5154
196,DMART,56784,59622,-2838,-4.76,30336,68102.7633,10835445919,69494.17249,1391.40919,3750
197,SUPREMEIND,23869,25091,-1222,-4.87,13182,35403.80364,4212637252,35992.35116,588.54752,3266
198,UNOMINDA,14710,15466,-756,-4.89,8183,27215.44743,3040784873,27347.55617,132.10873,1270
199,NUVAMA,15034,15934,-900,-5.65,11631,21300.2379,5013524732,21749.46022,449.22232,1453
200,KEI,14280,15162,-882,-5.82,12291,27836.51489,6728480872,28205.69862,369.18372,4350
201,KAYNES,103260,109696,-6436,-5.87,127889,119116.02943,43286361046,128101.53989,8985.51046,3941
202,IREDA,32247,34405,-2158,-6.27,18012,37631.03853,5004141786,38547.82014,916.78161,137
203,INDIGO,192037,206814,-14777,-7.15,172991,286541.38804,104106208936,296250.27741,9708.88936,5008
204,HINDZINC,105967,115159,-9192,-7.98,133724,168371.05759,87098699164,183021.43174,14650.37414,625
205,CHOLAFIN,55813,61601,-5788,-9.4,40499,147259.53743,27958186906,149368.1565,2108.61906,1704
206,DIXON,196729,218508,-21779,-9.97,579921,341580.03284,320483102286,377312.3057,35732.27286,11856
207,POWERINDIA,15844,18153,-2309,-12.72,24355,35656.15075,19185771515,36637.3659,981.21515,18230
208,NCC,12017,13981,-1964,-14.05,14718,21568.0455,4189351563,22054.76613,486.72063,154
209,MCX,67681,79899,-12218,-15.29,179920,177552.33498,230107619451,192818.9045,15266.56951,10942
210,HFCL,16997,20220,-3223,-15.94,29054,44756.55,8027506686,45883.15086,1126.60086,64
211,CYIENT,5357,6693,-1336,-19.96,8819,12985.875,2868533534,13205.47534,219.60034,1101
212,TITAGARH,6933,11776,-4843,-41.13,32318,30008.38858,18185787211,30899.01069,890.62211,880
