,Symbol,series,marketType,high,low,quantityTraded,totalTradedVolume,change,%chng,lastPrice,lastUpdatedTime,vwap
0,VGUARD,EQ,N,332,321.35,32970180.63,100959,1.3,0.40,328.75,30-Dec-2025 16:00:28,326.57
1,HAVELLS,EQ,N,1420.9,1405,657691515.14,466114,4.8,0.34,1420,30-Dec-2025 16:00:28,1411.01
2,CERA,EQ,N,5171,5116,30436278.79,5917,11,0.21,5152,30-Dec-2025 16:00:28,5143.87
3,DIXON,EQ,N,12026,11646,16391721908.6,1389580,-1,-0.01,11856,30-Dec-2025 16:00:28,11796.17
4,TITAN,EQ,N,3993.5,3954.1,4653262897.7,1169570,-10.7,-0.27,3973,30-Dec-2025 16:00:28,3978.61
5,BATAINDIA,EQ,N,942.3,935.3,36007336.89,38333,-3.1,-0.33,937.75,30-Dec-2025 16:00:28,939.33
6,KAJARIACER,EQ,N,979.7,958,283213327.95,292845,-3.8,-0.39,968.8,30-Dec-2025 16:00:28,967.11
7,KALYANKJIL,EQ,N,487.4,479.5,960392367.36,1990368,-2.3,-0.47,484,30-Dec-2025 16:00:28,482.52
8,CROMPTON,EQ,N,255.4,250.6,674277475.41,2674749,-3.25,-1.27,252.15,30-Dec-2025 16:00:28,252.09
9,BLUESTARCO,EQ,N,1733.7,1702,355767683.04,207504,-23.6,-1.36,1708,30-Dec-2025 16:00:28,1714.51
10,PGEL,EQ,N,576,559.65,1860777379.44,3297672,-10.05,-1.75,564,30-Dec-2025 16:00:28,564.27
11,VOLTAS,EQ,N,1378.8,1346.4,499294353.68,367193,-31.9,-2.31,1348.2,30-Dec-2025 16:00:28,1359.76
12,WHIRLPOOL,EQ,N,912,885.5,535267940.9,596698,-22,-2.42,888.6,30-Dec-2025 16:00:28,897.05
13,CENTURYPLY,EQ,N,833.5,802.6,134873895.91,165919,-22.55,-2.72,807.4,30-Dec-2025 16:00:28,812.89
14,AMBER,EQ,N,6516.5,6242,3168602437.98,499737,-208,-3.20,6285,30-Dec-2025 16:00:28,6340.54
