,Symbol,metadata.identifier,metadata.series,metadata.purpose,metadata.lastPrice,metadata.change,metadata.pChange,metadata.previousClose,metadata.finalQuantity,metadata.totalTurnover,metadata.marketCap,metadata.yearHigh,metadata.yearLow,metadata.iep,detail.preOpenMarket.preopen,detail.preOpenMarket.ato.totalBuyQuantity,detail.preOpenMarket.ato.totalSellQuantity,detail.preOpenMarket.IEP,detail.preOpenMarket.totalTradedVolume,detail.preOpenMarket.finalPrice,detail.preOpenMarket.finalQuantity,detail.preOpenMarket.lastUpdateTime,detail.preOpenMarket.totalSellQuantity,detail.preOpenMarket.totalBuyQuantity,detail.preOpenMarket.atoBuyQty,detail.preOpenMarket.atoSellQty,detail.preOpenMarket.Change,%chng,detail.preOpenMarket.prevClose
10,TIINDIA,TIINDIAEQN,EQ,,2618.2,12.0,0.46,2606.2,214,560294,276895506968.42,3693.6,2407.1,2618.2,"[{'price': 2595, 'buyQty': 50, 'sellQty': 0}, {'price': 2600, 'buyQty': 1, 'sellQty': 0}, {'price': 2601, 'buyQty': 1, 'sellQty': 0}, {'price': 2606.2, 'buyQty': 15, 'sellQty': 0}, {'price': 2606.6, 'buyQty': 1, 'sellQty': 0}, {'price': 2618.2, 'buyQty': 0, 'sellQty': 338, 'iep': True}, {'price': 2619, 'buyQty': 0, 'sellQty': 50}, {'price': 2623.7, 'buyQty': 0, 'sellQty': 5}, {'price': 2625, 'buyQty': 0, 'sellQty': 30}, {'price': 2625.7, 'buyQty': 0, 'sellQty': 5}]",0,0,2618.2,214,2618.2,214,30-Dec-2025 09:07:44,3656,2673,0,0,12.0,0.46,2606.2
11,BDL,BDLEQN,EQ,,1480.0,6.3,0.43,1473.7,11646,17236080,135843051590.63,2096.6,907.0,1480.0,"[{'price': 1476.1, 'buyQty': 4, 'sellQty': 0}, {'price': 1477, 'buyQty': 1156, 'sellQty': 0}, {'price': 1477.9, 'buyQty': 40, 'sellQty': 0}, {'price': 1478, 'buyQty': 907, 'sellQty': 0}, {'price': 1478.1, 'buyQty': 1005, 'sellQty': 0}, {'price': 1480, 'buyQty': 0, 'sellQty': 258, 'iep': True}, {'price': 1480.4, 'buyQty': 0, 'sellQty': 22}, {'price': 1481.1, 'buyQty': 0, 'sellQty': 10}, {'price': 1482, 'buyQty': 0, 'sellQty': 303}, {'price': 1482.4, 'buyQty': 0, 'sellQty': 178}]",0,0,1480.0,11646,1480.0,11646,30-Dec-2025 09:07:44,77543,22325,0,0,6.3,0.43,1473.7
12,MAZDOCK,MAZDOCKEQN,EQ,,2548.0,10.7,0.42,2537.3,5129,13068692,192586041751.32,3775.0,1918.05,2548.0,"[{'price': 2544, 'buyQty': 155, 'sellQty': 0}, {'price': 2544.9, 'buyQty': 21, 'sellQty': 0}, {'price': 2545, 'buyQty': 11, 'sellQty': 0}, {'price': 2545.3, 'buyQty': 2, 'sellQty': 0}, {'price': 2547, 'buyQty': 29, 'sellQty': 0}, {'price': 2548, 'buyQty': 0, 'sellQty': 29, 'iep': True}, {'price': 2548.7, 'buyQty': 0, 'sellQty': 100}, {'price': 2548.9, 'buyQty': 0, 'sellQty': 69}, {'price': 2549, 'buyQty': 0, 'sellQty': 660}, {'price': 2549.6, 'buyQty': 0, 'sellQty': 103}]",0,0,2548.0,5129,2548.0,5129,30-Dec-2025 09:07:45,31023,16253,0,0,10.7,0.42,2537.3
13,KEI,KEIEQN,EQ,,4410.0,16.9,0.38,4393.1,152,670320,270641881063.82,4572.7,2424.0,4410.0,"[{'price': 4353.1, 'buyQty': 1, 'sellQty': 0}, {'price': 4370.4, 'buyQty': 2, 'sellQty': 0}, {'price': 4393.1, 'buyQty': 10, 'sellQty': 0}, {'price': 4399.6, 'buyQty': 18, 'sellQty': 0}, {'price': 4400, 'buyQty': 50, 'sellQty': 0}, {'price': 4410, 'buyQty': 0, 'sellQty': 114, 'iep': True}, {'price': 4417.2, 'buyQty': 0, 'sellQty': 1}, {'price': 4418, 'buyQty': 0, 'sellQty': 10}, {'price': 4419, 'buyQty': 0, 'sellQty': 666}, {'price': 4429, 'buyQty': 0, 'sellQty': 117}]",0,0,4410.0,152,4410.0,152,30-Dec-2025 09:07:47,4298,375,0,0,16.9,0.38,4393.1
14,ASTRAL,ASTRALEQN,EQ,,1377.0,5.0,0.36,1372.0,561,772497,168416601359.38,1673.7,1232.3,1377.0,"[{'price': 1372.1, 'buyQty': 4, 'sellQty': 0}, {'price': 1372.3, 'buyQty': 10, 'sellQty': 0}, {'price': 1373, 'buyQty': 1, 'sellQty': 0}, {'price': 1375, 'buyQty': 21, 'sellQty': 0}, {'price': 1376.1, 'buyQty': 1, 'sellQty': 0}, {'price': 1377, 'buyQty': 0, 'sellQty': 120, 'iep': True}, {'price': 1377.9, 'buyQty': 0, 'sellQty': 1}, {'price': 1378.6, 'buyQty': 0, 'sellQty': 20}, {'price': 1378.7, 'buyQty': 0, 'sellQty': 200}, {'price': 1379, 'buyQty': 0, 'sellQty': 1025}]",0,0,1377.0,561,1377.0,561,30-Dec-2025 09:07:57,9018,3133,0,0,5.0,0.36,1372.0
15,HINDALCO,HINDALCOEQN,EQ,,868.0,3.0,0.35,865.0,15099,13105932,1249839894059.67,888.3,546.45,868.0,"[{'price': 865.75, 'buyQty': 25, 'sellQty': 0}, {'price': 866, 'buyQty': 206, 'sellQty': 0}, {'price': 867, 'buyQty': 112, 'sellQty': 0}, {'price': 867.1, 'buyQty': 1, 'sellQty': 0}, {'price': 867.55, 'buyQty': 1, 'sellQty': 0}, {'price': 868, 'buyQty': 0, 'sellQty': 2363, 'iep': True}, {'price': 868.55, 'buyQty': 0, 'sellQty': 1}, {'price': 868.9, 'buyQty': 0, 'sellQty': 300}, {'price': 869, 'buyQty': 0, 'sellQty': 1716}, {'price': 869.4, 'buyQty': 0, 'sellQty': 10}]",0,0,868.0,15099,868.0,15099,30-Dec-2025 09:07:44,69157,26624,0,0,3.0,0.35,865.0
16,HUDCO,HUDCOEQN,EQ,,227.51,0.76,0.34,226.75,32087,7300113,113857146370.5,254.29,158.85,227.51,"[{'price': 227.2, 'buyQty': 50, 'sellQty': 0}, {'price': 227.35, 'buyQty': 20, 'sellQty': 0}, {'price': 227.43, 'buyQty': 1800, 'sellQty': 0}, {'price': 227.5, 'buyQty': 1025, 'sellQty': 0}, {'price': 227.51, 'buyQty': 7934, 'sellQty': 0, 'iep': True}, {'price': 227.61, 'buyQty': 0, 'sellQty': 660}, {'price': 227.67, 'buyQty': 0, 'sellQty': 1300}, {'price': 227.7, 'buyQty': 0, 'sellQty': 26}, {'price': 227.82, 'buyQty': 0, 'sellQty': 162}, {'price': 227.85, 'buyQty': 0, 'sellQty': 40}]",0,0,227.51,32087,227.51,32087,30-Dec-2025 09:07:45,236293,99973,0,0,0.76,0.34,226.75
17,SUNPHARMA,SUNPHARMAEQN,EQ,,1723.1,5.9,0.34,1717.2,565,973551,1805444687335.57,1910.0,1548.0,1723.1,"[{'price': 1717.2, 'buyQty': 30, 'sellQty': 0}, {'price': 1717.3, 'buyQty': 5, 'sellQty': 0}, {'price': 1717.5, 'buyQty': 9, 'sellQty': 0}, {'price': 1718, 'buyQty': 11, 'sellQty': 0}, {'price': 1720, 'buyQty': 22, 'sellQty': 0}, {'price': 1723.1, 'buyQty': 0, 'sellQty': 31, 'iep': True}, {'price': 1724.5, 'buyQty': 0, 'sellQty': 25}, {'price': 1726.2, 'buyQty': 0, 'sellQty': 13}, {'price': 1727, 'buyQty': 0, 'sellQty': 10}, {'price': 1728, 'buyQty': 0, 'sellQty': 7}]",0,0,1723.1,565,1723.1,565,30-Dec-2025 09:07:57,10491,6309,0,0,5.9,0.34,1717.2
18,AMBUJACEM,AMBUJACEMEQN,EQ,,553.9,1.8,0.33,552.1,2287,1266769,344610917408.54,624.95,455.0,553.9,"[{'price': 552, 'buyQty': 504, 'sellQty': 0}, {'price': 552.1, 'buyQty': 236, 'sellQty': 0}, {'price': 552.15, 'buyQty': 210, 'sellQty': 0}, {'price': 552.35, 'buyQty': 271, 'sellQty': 0}, {'price': 553, 'buyQty': 59, 'sellQty': 0}, {'price': 553.9, 'buyQty': 0, 'sellQty': 1143, 'iep': True}, {'price': 554, 'buyQty': 0, 'sellQty': 159}, {'price': 554.1, 'buyQty': 0, 'sellQty': 38}, {'price': 554.3, 'buyQty': 0, 'sellQty': 33}, {'price': 554.4, 'buyQty': 0, 'sellQty': 1}]",0,0,553.9,2287,553.9,2287,30-Dec-2025 09:07:57,92490,13165,0,0,1.8,0.33,552.1
19,ASHOKLEY,ASHOKLEYEQN,EQ,,175.5,0.58,0.33,174.92,20116,3530358,501060321232.49,179.97,95.93,175.5,"[{'price': 174.9, 'buyQty': 51, 'sellQty': 0}, {'price': 174.92, 'buyQty': 4137, 'sellQty': 0}, {'price': 175, 'buyQty': 2292, 'sellQty': 0}, {'price': 175.1, 'buyQty': 300, 'sellQty': 0}, {'price': 175.44, 'buyQty': 170, 'sellQty': 0}, {'price': 175.5, 'buyQty': 0, 'sellQty': 2678, 'iep': True}, {'price': 175.6, 'buyQty': 0, 'sellQty': 313}, {'price': 175.74, 'buyQty': 0, 'sellQty': 100}, {'price': 175.78, 'buyQty': 0, 'sellQty': 1080}, {'price': 175.83, 'buyQty': 0, 'sellQty': 1400}]",0,0,175.5,20116,175.5,20116,30-Dec-2025 09:07:57,135627,53672,0,0,0.58,0.33,174.92
20,DIVISLAB,DIVISLABEQN,EQ,,6410.0,19.5,0.31,6390.5,241,1544810,811938909229.48,7071.5,4955.0,6410.0,"[{'price': 6381, 'buyQty': 50, 'sellQty': 0}, {'price': 6385, 'buyQty': 10, 'sellQty': 0}, {'price': 6390.5, 'buyQty': 10, 'sellQty': 0}, {'price': 6399, 'buyQty': 1, 'sellQty': 0}, {'price': 6400, 'buyQty': 1, 'sellQty': 0}, {'price': 6410, 'buyQty': 0, 'sellQty': 4, 'iep': True}, {'price': 6412, 'buyQty': 0, 'sellQty': 1}, {'price': 6415, 'buyQty': 0, 'sellQty': 10}, {'price': 6416, 'buyQty': 0, 'sellQty': 1}, {'price': 6419, 'buyQty': 0, 'sellQty': 5}]",0,0,6410.0,241,6410.0,241,30-Dec-2025 09:07:57,9267,1210,0,0,19.5,0.31,6390.5
21,NESTLEIND,NESTLEINDEQN,EQ,,1284.0,4.0,0.31,1280.0,875,1123500,915202041634.71,1311.6,1055.0,1284.0,"[{'price': 1280, 'buyQty': 235, 'sellQty': 0}, {'price': 1280.5, 'buyQty': 2, 'sellQty': 0}, {'price': 1281, 'buyQty': 20, 'sellQty': 0}, {'price': 1281.6, 'buyQty': 1, 'sellQty': 0}, {'price': 1282.5, 'buyQty': 12, 'sellQty': 0}, {'price': 1284, 'buyQty': 0, 'sellQty': 887, 'iep': True}, {'price': 1284.5, 'buyQty': 0, 'sellQty': 10}, {'price': 1284.9, 'buyQty': 0, 'sellQty': 15}, {'price': 1285, 'buyQty': 0, 'sellQty': 30}, {'price': 1285.5, 'buyQty': 0, 'sellQty': 10}]",0,0,1284.0,875,1284.0,875,30-Dec-2025 09:07:48,24994,3804,0,0,4.0,0.31,1280.0
22,SRF,SRFEQN,EQ,,3084.9,9.0,0.29,3075.9,110,339339,444217589319.88,3325.0,2196.85,3084.9,"[{'price': 3050.5, 'buyQty': 10, 'sellQty': 0}, {'price': 3051.1, 'buyQty': 10, 'sellQty': 0}, {'price': 3055.9, 'buyQty': 10, 'sellQty': 0}, {'price': 3061, 'buyQty': 2, 'sellQty': 0}, {'price': 3075.9, 'buyQty': 1, 'sellQty': 0}, {'price': 3084.9, 'buyQty': 0, 'sellQty': 46, 'iep': True}, {'price': 3091, 'buyQty': 0, 'sellQty': 1}, {'price': 3094.5, 'buyQty': 0, 'sellQty': 10}, {'price': 3096.5, 'buyQty': 0, 'sellQty': 8}, {'price': 3097.6, 'buyQty': 0, 'sellQty': 25}]",0,0,3084.9,110,3084.9,110,30-Dec-2025 09:07:46,4748,1832,0,0,9.0,0.29,3075.9
23,TATASTEEL,TATASTEELEQN,EQ,,172.78,0.48,0.28,172.3,73466,12693455,1420892289870.72,186.94,122.62,172.78,"[{'price': 172.5, 'buyQty': 1669, 'sellQty': 0}, {'price': 172.59, 'buyQty': 1, 'sellQty': 0}, {'price': 172.6, 'buyQty': 1916, 'sellQty': 0}, {'price': 172.69, 'buyQty': 1, 'sellQty': 0}, {'price': 172.75, 'buyQty': 18, 'sellQty': 0}, {'price': 172.78, 'buyQty': 0, 'sellQty': 3376, 'iep': True}, {'price': 172.79, 'buyQty': 0, 'sellQty': 2021}, {'price': 172.8, 'buyQty': 0, 'sellQty': 224}, {'price': 172.81, 'buyQty': 0, 'sellQty': 2676}, {'price': 172.85, 'buyQty': 0, 'sellQty': 62}]",0,0,172.78,73466,172.78,73466,30-Dec-2025 09:07:45,727029,333218,0,0,0.48,0.28,172.3
24,OBEROIRLTY,OBEROIRLTYEQN,EQ,,1675.0,4.5,0.27,1670.5,305,510875,195737857420.5,2337.7,1451.95,1675.0,"[{'price': 1668.1, 'buyQty': 2, 'sellQty': 0}, {'price': 1669.1, 'buyQty': 2, 'sellQty': 0}, {'price': 1670.1, 'buyQty': 25, 'sellQty': 0}, {'price': 1670.5, 'buyQty': 200, 'sellQty': 0}, {'price': 1673, 'buyQty': 100, 'sellQty': 0}, {'price': 1675, 'buyQty': 0, 'sellQty': 23, 'iep': True}, {'price': 1678, 'buyQty': 0, 'sellQty': 20}, {'price': 1679.9, 'buyQty': 0, 'sellQty': 24}, {'price': 1680, 'buyQty': 0, 'sellQty': 84}, {'price': 1683, 'buyQty': 0, 'sellQty': 89}]",0,0,1675.0,305,1675.0,305,30-Dec-2025 09:07:47,5090,1840,0,0,4.5,0.27,1670.5
25,PPLPHARMA,PPLPHARMAEQN,EQ,,173.3,0.45,0.26,172.85,4379,758880,106679969532.13,273.35,165.12,173.3,"[{'price': 172.8, 'buyQty': 122, 'sellQty': 0}, {'price': 172.85, 'buyQty': 598, 'sellQty': 0}, {'price': 173, 'buyQty': 1008, 'sellQty': 0}, {'price': 173.11, 'buyQty': 2500, 'sellQty': 0}, {'price': 173.3, 'buyQty': 322, 'sellQty': 0, 'iep': True}, {'price': 173.6, 'buyQty': 0, 'sellQty': 40}, {'price': 173.85, 'buyQty': 0, 'sellQty': 5}, {'price': 173.9, 'buyQty': 0, 'sellQty': 40}, {'price': 173.95, 'buyQty': 0, 'sellQty': 500}, {'price': 174, 'buyQty': 0, 'sellQty': 211}]",0,0,173.3,4379,173.3,4379,30-Dec-2025 09:07:47,77626,37097,0,0,0.45,0.26,172.85
26,SOLARINDS,SOLARINDSEQN,EQ,,12360.0,29.0,0.24,12331.0,432,5339520,299293728586.41,17820.0,8482.5,12360.0,"[{'price': 12331, 'buyQty': 34, 'sellQty': 0}, {'price': 12332, 'buyQty': 43, 'sellQty': 0}, {'price': 12333, 'buyQty': 8, 'sellQty': 0}, {'price': 12340, 'buyQty': 1, 'sellQty': 0}, {'price': 12350, 'buyQty': 40, 'sellQty': 0}, {'price': 12360, 'buyQty': 0, 'sellQty': 234, 'iep': True}, {'price': 12365, 'buyQty': 0, 'sellQty': 1}, {'price': 12370, 'buyQty': 0, 'sellQty': 100}, {'price': 12380, 'buyQty': 0, 'sellQty': 100}, {'price': 12389, 'buyQty': 0, 'sellQty': 454}]",0,0,12360.0,432,12360.0,432,30-Dec-2025 09:07:57,3186,914,0,0,29.0,0.24,12331.0
27,UNIONBANK,UNIONBANKEQN,EQ,,149.51,0.36,0.24,149.15,30899,4619709,286990995785.32,160.15,100.81,149.51,"[{'price': 149.3, 'buyQty': 110, 'sellQty': 0}, {'price': 149.35, 'buyQty': 500, 'sellQty': 0}, {'price': 149.4, 'buyQty': 350, 'sellQty': 0}, {'price': 149.5, 'buyQty': 3600, 'sellQty': 0}, {'price': 149.51, 'buyQty': 3509, 'sellQty': 0, 'iep': True}, {'price': 149.6, 'buyQty': 0, 'sellQty': 200}, {'price': 149.7, 'buyQty': 0, 'sellQty': 2}, {'price': 149.85, 'buyQty': 0, 'sellQty': 5}, {'price': 149.9, 'buyQty': 0, 'sellQty': 1486}, {'price': 149.95, 'buyQty': 0, 'sellQty': 3}]",0,0,149.51,30899,149.51,30899,30-Dec-2025 09:07:57,481276,725811,0,0,0.36,0.24,149.15
28,HINDPETRO,HINDPETROEQN,EQ,,475.25,1.1,0.23,474.15,4015,1908128,455817790004.78,494.45,287.55,475.25,"[{'price': 475, 'buyQty': 110, 'sellQty': 0}, {'price': 475.1, 'buyQty': 50, 'sellQty': 0}, {'price': 475.15, 'buyQty': 43, 'sellQty': 0}, {'price': 475.2, 'buyQty': 2025, 'sellQty': 0}, {'price': 475.25, 'buyQty': 1912, 'sellQty': 0, 'iep': True}, {'price': 475.45, 'buyQty': 0, 'sellQty': 71}, {'price': 475.5, 'buyQty': 0, 'sellQty': 4}, {'price': 475.85, 'buyQty': 0, 'sellQty': 100}, {'price': 475.95, 'buyQty': 0, 'sellQty': 1050}, {'price': 476, 'buyQty': 0, 'sellQty': 2436}]",0,0,475.25,4015,475.25,4015,30-Dec-2025 09:07:45,77252,32439,0,0,1.1,0.23,474.15
29,FEDERALBNK,FEDERALBNKEQN,EQ,,263.45,0.55,0.21,262.9,8567,2256976,645256048730.16,271.1,172.66,263.45,"[{'price': 262.95, 'buyQty': 250, 'sellQty': 0}, {'price': 263, 'buyQty': 148, 'sellQty': 0}, {'price': 263.05, 'buyQty': 2131, 'sellQty': 0}, {'price': 263.15, 'buyQty': 501, 'sellQty': 0}, {'price': 263.45, 'buyQty': 931, 'sellQty': 0, 'iep': True}, {'price': 263.85, 'buyQty': 0, 'sellQty': 100}, {'price': 263.9, 'buyQty': 0, 'sellQty': 1710}, {'price': 263.95, 'buyQty': 0, 'sellQty': 11}, {'price': 264, 'buyQty': 0, 'sellQty': 110}, {'price': 264.4, 'buyQty': 0, 'sellQty': 2100}]",0,0,263.45,8567,263.45,8567,30-Dec-2025 09:07:44,125521,42142,0,0,0.55,0.21,262.9
