Symbol,%chng
AUBANK,2.36
ONGC,2.21
BANDHANBNK,1.76
NYKAA,1.51
MARICO,1.35
HINDZINC,1.26
BANKBARODA,1.23
BANKINDIA,1.13
UNOMINDA,1.07
RECLTD,0.99
DALBHARAT,0.97
OBEROIRLTY,0.87
OIL,0.84
UNIONBANK,0.83
INOXWIND,0.75
MUTHOOTFIN,0.74
HINDALCO,0.73
COALINDIA,0.71
360ONE,0.66
BHARATFORG,0.66
UPL,0.66
KFINTECH,0.64
AMBER,0.61
PFC,0.6
PNBHOUSING,0.6
IREDA,0.59
AMBUJACEM,0.58
AXISBANK,0.58
TATAELXSI,0.58
VEDL,0.58
MOTHERSON,0.57
IIFL,0.56
NMDC,0.56
KAYNES,0.55
POLYCAB,0.55
DLF,0.54
COFORGE,0.53
LICHSGFIN,0.52
PNB,0.52
GRASIM,0.51
NATIONALUM,0.51
FORTIS,0.5
TIINDIA,0.5
IEX,0.49
ABB,0.47
HEROMOTOCO,0.46
LODHA,0.46
NUVAMA,0.46
CGPOWER,0.45
DIXON,0.45
NHPC,0.45
BHEL,0.43
MFSL,0.43
CANBK,0.41
HDFCBANK,0.41
IDFCFIRSTB,0.41
MCX,0.41
IRFC,0.4
PPLPHARMA,0.4
TVSMOTOR,0.4
AUROPHARMA,0.38
MARUTI,0.38
PGEL,0.38
APLAPOLLO,0.35
PAGEIND,0.35
GLENMARK,0.34
JINDALSTEL,0.34
ADANIENT,0.32
SHRIRAMFIN,0.31
INDIANB,0.3
POLICYBZR,0.29
INDUSINDBK,0.28
DABUR,0.27
ULTRACEMCO,0.27
YESBANK,0.27
ICICIGI,0.26
HUDCO,0.25
ICICIPRULI,0.25
CROMPTON,0.24
SONACOMS,0.24
ABCAPITAL,0.22
GMRAIRPORT,0.22
SUZLON,0.22
BAJAJ-AUTO,0.18
IDEA,0.17
NAUKRI,0.17
SUPREMEIND,0.17
WIPRO,0.17
BAJAJHLDNG,0.16
EXIDEIND,0.14
PREMIERENE,0.14
CONCOR,0.13
CUMMINSIND,0.13
EICHERMOT,0.13
ALKEM,0.12
ASHOKLEY,0.12
DIVISLAB,0.12
POWERGRID,0.11
SBIN,0.11
TORNTPOWER,0.11
MANKIND,0.1
PIIND,0.1
M&M,0.09
SHREECEM,0.09
BAJAJFINSV,0.08
KOTAKBANK,0.08
DELHIVERY,0.07
GODREJPROP,0.07
PRESTIGE,0.07
GODREJCP,0.06
CAMS,0.05
CHOLAFIN,0.05
OFSS,0.05
RBLBANK,0.05
RVNL,0.05
ITC,0.04
KEI,0.04
RELIANCE,0.04
JIOFIN,0.03
ADANIGREEN,0.02
MANAPPURAM,0.02
MAZDOCK,0.02
NBCC,0.02
GAIL,0.01
HAVELLS,0.01
IOC,0.01
IRCTC,0.01
LTIM,0.01
TATATECH,0.01
APOLLOHOSP,0.0
BDL,0.0
BIOCON,0.0
COLPAL,0.0
FEDERALBNK,0.0
HAL,0.0
INDIGO,0.0
JSWSTEEL,0.0
JUBLFOOD,0.0
KPITTECH,0.0
LAURUSLABS,0.0
LUPIN,0.0
MAXHEALTH,0.0
PATANJALI,0.0
PAYTM,0.0
PERSISTENT,0.0
PETRONET,0.0
PHOENIXLTD,0.0
PIDILITIND,0.0
SBILIFE,0.0
SIEMENS,0.0
SRF,0.0
SUNPHARMA,0.0
SWIGGY,0.0
TATASTEEL,0.0
TITAN,0.0
TMPV,0.0
TORNTPHARM,0.0
TRENT,0.0
DRREDDY,-0.01
HDFCAMC,-0.01
LT,-0.01
POWERINDIA,-0.01
SOLARINDS,-0.01
SYNGENE,-0.01
DMART,-0.02
UNITDSPR,-0.02
CIPLA,-0.04
NESTLEIND,-0.05
SAIL,-0.05
VOLTAS,-0.05
WAAREEENER,-0.05
BEL,-0.07
SAMMAANCAP,-0.07
ASIANPAINT,-0.09
ICICIBANK,-0.09
INDHOTEL,-0.09
ADANIPORTS,-0.1
CDSL,-0.11
JSWENERGY,-0.12
HINDPETRO,-0.14
TATAPOWER,-0.15
MPHASIS,-0.19
BHARTIARTL,-0.2
ZYDUSLIFE,-0.2
INFY,-0.21
ASTRAL,-0.23
LTF,-0.23
BRITANNIA,-0.24
BSE,-0.24
LICI,-0.27
HINDUNILVR,-0.28
ADANIENSOL,-0.3
TCS,-0.31
ANGELONE,-0.33
BLUESTARCO,-0.34
VBL,-0.36
BPCL,-0.38
HDFCLIFE,-0.44
SBICARD,-0.45
TATACONSUM,-0.49
NTPC,-0.5
KALYANKJIL,-0.61
INDUSTOWER,-0.62
TECHM,-0.63
HCLTECH,-0.93
BOSCHLTD,-1.04
BAJFINANCE,-1.09
ETERNAL,-1.28
