Symbol,%chng
SBIN,0.65
BEL,2.53
ICICIBANK,1.22
BSE,0.35
AXISBANK,1.55
KAYNES,0.64
TATASTEEL,1.56
HAL,2.4
PGEL,4.52
MARUTI,1.24
BDL,2.7
BANKBARODA,0.64
HINDALCO,0.57
UNIONBANK,3.78
HEROMOTOCO,0.96
SAIL,2.45
SAMMAANCAP,1.64
ULTRACEMCO,1.34
TMPV,0.86
YESBANK,2.24
MUTHOOTFIN,2.6
LODHA,3.11
HINDUNILVR,1.6
EICHERMOT,2.17
NESTLEIND,2.76
SOLARINDS,3.19
MAZDOCK,0.82
GODREJPROP,2.76
DLF,1.98
BRITANNIA,1.21
TITAN,0.6
ASIANPAINT,1.49
VOLTAS,3.2
CIPLA,0.56
AMBER,3.28
AUBANK,1.36
ANGELONE,0.59
NYKAA,1.57
JSWENERGY,1.0
MARICO,2.04
MFSL,1.97
BANDHANBNK,1.65
TATACONSUM,1.05
SBILIFE,0.6
PRESTIGE,3.29
CROMPTON,2.96
BANKINDIA,0.52
AMBUJACEM,0.97
KALYANKJIL,1.78
POWERINDIA,0.99
APLAPOLLO,1.79
UNOMINDA,1.04
JSWSTEEL,0.53
PATANJALI,2.41
BLUESTARCO,1.65
ASTRAL,2.38
KFINTECH,1.3
HDFCLIFE,0.76
SUPREMEIND,1.51
ABCAPITAL,0.86
PHOENIXLTD,1.66
GODREJCP,0.5
DELHIVERY,1.71
PPLPHARMA,0.4
SRF,0.83
TATAELXSI,0.5
PNBHOUSING,0.4
BAJAJHLDNG,0.96
PIDILITIND,1.81
IIFL,0.99
HAVELLS,0.94
SHREECEM,2.35
NUVAMA,1.47
ICICIGI,0.54
OBEROIRLTY,0.92
ZYDUSLIFE,0.56
ICICIPRULI,0.8
