Symbol,%chng
NESTLEIND,2.76
PATANJALI,2.41
MARICO,2.04
HINDUNILVR,1.60
BRITANNIA,1.21
TATACONSUM,1.05
EMAMILTD,0.85
GODREJCP,0.50
COLPAL,0.23
RADICO,0.06
ITC,-0.13
UNITDSPR,-0.32
DABUR,-0.34
UBL,-0.46
VBL,-1.10
