Symbol,%chng
NAZARA,2.25
PVRINOX,1.97
NETWORK18,1.74
HATHWAY,1.37
SAREGAMA,0.83
ZEEL,0.19
TIPSMUSIC,0.09
PFOCUS,-0.13
DBCORP,-0.46
SUNTV,-0.51
