Symbol,%chng
YESBANK,2.93
UNIONBANK,1.73
INDUSINDBK,1.32
ICICIBANK,0.91
PNB,0.89
BANKBARODA,0.88
IDFCFIRSTB,0.82
HDFCBANK,0.77
AUBANK,0.68
SBIN,0.61
FEDERALBNK,0.36
CANBK,0.24
KOTAKBANK,0.17
AXISBANK,-0.11
