Symbol,%chng
DABUR,4.24
HINDUNILVR,0.99
VBL,0.69
PATANJALI,0.08
EMAMILTD,-0.21
TATACONSUM,-0.43
COLPAL,-0.49
GODREJCP,-0.58
MARICO,-0.71
BRITANNIA,-0.93
UBL,-1.16
NESTLEIND,-1.27
UNITDSPR,-1.41
ITC,-3.79
RADICO,-4.44
