Symbol,%chng
MCX,1.46
TVSMOTOR,1.28
INDIANB,1.13
IDEA,1.03
ADANIENSOL,1.0
HEROMOTOCO,1.0
LTF,0.71
AUROPHARMA,0.65
INDUSINDBK,0.65
BLUESTARCO,0.64
FORTIS,0.64
KFINTECH,0.64
POWERINDIA,0.64
ALKEM,0.63
RECLTD,0.63
JSWENERGY,0.6
DIXON,0.59
ASTRAL,0.56
PFC,0.56
RVNL,0.55
SAMMAANCAP,0.55
NMDC,0.54
COLPAL,0.53
ANGELONE,0.52
IRFC,0.52
DMART,0.51
NATIONALUM,0.51
HINDZINC,0.5
INDUSTOWER,0.5
IREDA,0.5
SHRIRAMFIN,0.5
BEL,0.49
HAVELLS,0.49
IIFL,0.49
IOC,0.49
UNOMINDA,0.49
GODREJPROP,0.48
FEDERALBNK,0.47
MPHASIS,0.47
PREMIERENE,0.47
CONCOR,0.46
SUPREMEIND,0.46
KALYANKJIL,0.45
TMPV,0.45
MANKIND,0.44
BHEL,0.43
CANBK,0.43
COFORGE,0.43
MFSL,0.43
BSE,0.42
ZYDUSLIFE,0.42
SBICARD,0.4
BDL,0.39
INFY,0.37
AUBANK,0.35
BANKINDIA,0.35
HAL,0.35
HINDALCO,0.34
KEI,0.34
VOLTAS,0.34
NBCC,0.33
NYKAA,0.32
MOTHERSON,0.31
NAUKRI,0.31
ADANIGREEN,0.3
CROMPTON,0.3
CUMMINSIND,0.3
DABUR,0.3
ABCAPITAL,0.29
LTIM,0.29
RELIANCE,0.28
UNIONBANK,0.27
APOLLOHOSP,0.26
CAMS,0.26
CHOLAFIN,0.26
POWERGRID,0.26
SOLARINDS,0.26
TATATECH,0.26
VEDL,0.26
APLAPOLLO,0.25
DELHIVERY,0.25
MARUTI,0.25
CGPOWER,0.24
SUZLON,0.23
BANDHANBNK,0.22
COALINDIA,0.22
TORNTPHARM,0.22
TECHM,0.21
KAYNES,0.2
TCS,0.2
UPL,0.2
GMRAIRPORT,0.19
BHARATFORG,0.18
DLF,0.18
GRASIM,0.18
OBEROIRLTY,0.18
INDIGO,0.17
INOXWIND,0.17
POLICYBZR,0.17
IDFCFIRSTB,0.16
WAAREEENER,0.16
NTPC,0.15
SONACOMS,0.15
ASIANPAINT,0.14
PAGEIND,0.14
VBL,0.14
BPCL,0.13
HINDUNILVR,0.13
MAZDOCK,0.13
PPLPHARMA,0.13
DIVISLAB,0.11
LODHA,0.11
SIEMENS,0.11
HUDCO,0.1
SAIL,0.1
SRF,0.09
BANKBARODA,0.08
BOSCHLTD,0.08
JUBLFOOD,0.08
PATANJALI,0.08
LICHSGFIN,0.07
AMBUJACEM,0.06
ASHOKLEY,0.06
TATASTEEL,0.06
TRENT,0.06
LICI,0.05
POLYCAB,0.05
YESBANK,0.05
JINDALSTEL,0.04
JSWSTEEL,0.04
PERSISTENT,0.04
NUVAMA,0.03
PETRONET,0.03
PAYTM,0.02
ULTRACEMCO,0.02
IEX,0.01
LUPIN,0.01
TIINDIA,0.01
360ONE,0.0
ADANIENT,0.0
BAJAJHLDNG,0.0
BIOCON,0.0
BRITANNIA,0.0
CDSL,0.0
CIPLA,0.0
EICHERMOT,0.0
ETERNAL,0.0
GODREJCP,0.0
HDFCAMC,0.0
HDFCBANK,0.0
HINDPETRO,0.0
ICICIBANK,0.0
ICICIPRULI,0.0
IRCTC,0.0
KOTAKBANK,0.0
KPITTECH,0.0
MANAPPURAM,0.0
MARICO,0.0
MAXHEALTH,0.0
NHPC,0.0
OIL,0.0
ONGC,0.0
PHOENIXLTD,0.0
PIDILITIND,0.0
PIIND,0.0
PNB,0.0
SBILIFE,0.0
SUNPHARMA,0.0
SWIGGY,0.0
TATACONSUM,0.0
TATAELXSI,0.0
TATAPOWER,0.0
WIPRO,0.0
GLENMARK,-0.01
UNITDSPR,-0.01
BAJFINANCE,-0.02
HDFCLIFE,-0.02
OFSS,-0.02
SYNGENE,-0.02
JIOFIN,-0.03
M&M,-0.03
SBIN,-0.03
AXISBANK,-0.04
LAURUSLABS,-0.04
LT,-0.06
ADANIPORTS,-0.07
BAJAJ-AUTO,-0.08
PGEL,-0.08
MUTHOOTFIN,-0.1
RBLBANK,-0.1
BHARTIARTL,-0.11
AMBER,-0.12
GAIL,-0.13
HCLTECH,-0.15
PRESTIGE,-0.19
EXIDEIND,-0.21
SHREECEM,-0.22
NESTLEIND,-0.23
TORNTPOWER,-0.23
TITAN,-0.25
ICICIGI,-0.28
INDHOTEL,-0.3
BAJAJFINSV,-0.34
DRREDDY,-0.35
PNBHOUSING,-0.36
ABB,-0.39
ITC,-1.06
DALBHARAT,-1.28
