Symbol,%chng
YESBANK,2.93
RBLBANK,1.28
INDUSINDBK,1.27
ICICIBANK,0.93
IDFCFIRSTB,0.83
HDFCBANK,0.78
BANDHANBNK,0.73
FEDERALBNK,0.45
KOTAKBANK,0.14
AXISBANK,-0.13
