Symbol,%chng
RECLTD,4.11
PFC,3.83
CAMS,2.54
CHOLAFIN,2.38
360ONE,2.23
IRFC,2.18
PAYTM,1.97
JIOFIN,1.86
SBICARD,1.85
BAJFINANCE,1.76
LICHSGFIN,1.74
ICICIGI,1.64
SBILIFE,1.43
PNBHOUSING,1.30
BSE,1.28
CDSL,1.11
MCX,1.00
MUTHOOTFIN,0.98
HDFCLIFE,0.92
ICICIPRULI,0.76
IEX,0.70
LTF,0.61
LICI,0.37
HDFCAMC,0.22
BAJAJFINSV,0.20
ANGELONE,0.17
MFSL,0.12
ABCAPITAL,0.03
SHRIRAMFIN,-0.36
POLICYBZR,-0.68
