Symbol,%chng
PGEL,4.65
VOLTAS,4.41
VGUARD,2.86
BLUESTARCO,2.78
KALYANKJIL,2.46
WHIRLPOOL,1.93
CROMPTON,1.77
HAVELLS,1.57
KAJARIACER,1.57
DIXON,0.60
AMBER,0.50
BATAINDIA,0.11
CENTURYPLY,0.02
TITAN,-0.01
CERA,-0.16
