,Symbol,series,marketType,high,low,quantityTraded,totalTradedVolume,change,%chng,lastPrice,lastUpdatedTime,vwap
0,INDIANB,EQ,N,840.4,806.5,3038581339.43,3654469,27.8,3.44,836.8,31-Dec-2025 16:00:29,831.47
1,MAHABANK,EQ,N,62.65,60.27,2936143783.98,47410686,1.59,2.63,62.1,31-Dec-2025 16:00:29,61.93
2,UCOBANK,EQ,N,29.74,28.85,349481897.46,11875022,0.59,2.05,29.42,31-Dec-2025 16:00:29,29.43
3,PSB,EQ,N,28.36,27.14,117458286.06,4208466,0.52,1.93,27.51,31-Dec-2025 16:00:29,27.91
4,BANKINDIA,EQ,N,144.89,141.2,1340364288.28,9324922,2.39,1.68,144.4,31-Dec-2025 16:00:29,143.74
5,UNIONBANK,EQ,N,155.3,151.38,1758871162.17,11421983,2.15,1.42,153.8,31-Dec-2025 16:00:29,153.99
6,PNB,EQ,N,125.35,121.54,2401046891.9,19366405,1.32,1.08,123.7,31-Dec-2025 16:00:29,123.98
7,CENTRALBK,EQ,N,37.75,37.05,292776753.57,7813631,0.4,1.08,37.46,31-Dec-2025 16:00:29,37.47
8,BANKBARODA,EQ,N,298.7,292.1,2272208532.44,7666538,2.9,0.99,295.9,31-Dec-2025 16:00:29,296.38
9,SBIN,EQ,N,985.65,973.5,5703034583.7,5807630,8.95,0.92,982.4,31-Dec-2025 16:00:29,981.99
10,IOB,EQ,N,36.78,35.47,549186666.21,15141623,0.3,0.84,36.1,31-Dec-2025 16:00:29,36.27
11,CANBK,EQ,N,158,153,5542294729.95,35538921,0.77,0.50,154.8,31-Dec-2025 16:00:29,155.95
