,Symbol,series,marketType,high,low,quantityTraded,totalTradedVolume,change,%chng,lastPrice,lastUpdatedTime,vwap
0,PRESTIGE,EQ,N,1600.6,1565,716767828.34,450701,27.9,1.78,1597.5,31-Dec-2025 16:00:29,1590.34
1,BRIGADE,EQ,N,888.35,870.95,93414901.98,105722,15.15,1.74,885.35,31-Dec-2025 16:00:29,883.59
2,GODREJPROP,EQ,N,2016.7,1978.5,795591395.28,397188,28.3,1.43,2006,31-Dec-2025 16:00:29,2003.06
3,OBEROIRLTY,EQ,N,1675.7,1640,271076933.37,162447,22.4,1.36,1668.6,31-Dec-2025 16:00:29,1668.71
4,DLF,EQ,N,692.55,680.1,1223574780.24,1781196,8.35,1.23,689,31-Dec-2025 16:00:29,686.94
5,SIGNATURE,EQ,N,1129.1,1110.5,303739021.08,271031,10.6,0.95,1125,31-Dec-2025 16:00:29,1120.68
6,ANANTRAJ,EQ,N,558.7,540.2,948711686.26,1726877,3.2,0.59,547.5,31-Dec-2025 16:00:29,549.38
7,SOBHA,EQ,N,1484.9,1448,140690816.44,96388,6.4,0.44,1465,31-Dec-2025 16:00:29,1459.63
8,LODHA,EQ,N,1070,1056.2,541587169.08,509451,4.1,0.39,1061,31-Dec-2025 16:00:29,1063.08
9,PHOENIXLTD,EQ,N,1864.2,1841.8,419231312.99,226219,0.4,0.02,1852,31-Dec-2025 16:00:29,1853.21
